date,All Employees: Goods Producing,state,msa,city,title,id,frequency,seasonal_adjustment
2018-08-01,48.5059409512656,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2018-09-01,48.50165733719339,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2018-10-01,48.7409421996588,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2018-11-01,48.9139676782998,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2018-12-01,49.065473254242896,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-01-01,49.3029379444805,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-02-01,49.4246455736139,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-03-01,49.4477993109011,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-04-01,49.7171884880906,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-05-01,49.6997310717605,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-06-01,49.7259411419769,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-07-01,49.6647951688331,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-08-01,49.6420620952879,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-09-01,49.6062288806201,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-10-01,49.1655108814464,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-11-01,49.565043451516,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2019-12-01,49.396630697069796,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-01-01,49.598486228701404,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-02-01,49.205103614146296,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-03-01,48.3684212474224,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-04-01,38.4036003604622,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-05-01,39.6744063587186,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-06-01,45.563935442129605,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-07-01,45.9104769130389,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-08-01,46.5792901329204,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-09-01,46.996589924942505,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-10-01,47.29169647435639,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-11-01,47.315046028616294,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2020-12-01,47.7453715174911,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-01-01,48.0278966281248,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-02-01,47.902914301397296,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-03-01,48.19317917042629,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-04-01,47.9650730342352,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-05-01,47.91810992546021,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-06-01,48.0935450084449,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-07-01,47.9473523882273,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-08-01,44.898619862509605,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-09-01,47.37424271399551,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
2021-10-01,48.0382260823464,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",SMU18230600600000001SA,Monthly,Seasonally Adjusted
1990-01-01,3.85672398179559,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-02-01,3.7947459074178904,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-03-01,3.84450655224025,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-04-01,3.50783277609227,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-05-01,3.70044838015076,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-06-01,3.73962497034069,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-07-01,3.7835281554982205,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-08-01,3.6897513548187204,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-09-01,3.7378876548242004,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-10-01,3.8654619549741103,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-11-01,3.84774523908193,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1990-12-01,3.92157845953772,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-01-01,3.86790766170342,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-02-01,3.89945247556154,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-03-01,3.9529293153112697,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-04-01,3.7018153025527902,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-05-01,3.89422197735598,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-06-01,3.9410915517855902,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-07-01,3.8779405445109396,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-08-01,3.9867774382341703,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-09-01,4.0327700456528595,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-10-01,3.9620495671710896,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-11-01,3.93758147118034,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1991-12-01,3.9329068869295,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-01-01,4.08732715139021,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-02-01,4.10935784635923,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-03-01,4.07061202943994,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-04-01,4.19552153518714,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-05-01,4.16885143646496,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-06-01,4.13728226617259,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-07-01,4.17395840262039,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-08-01,4.2779418894115295,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-09-01,4.22785356420811,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-10-01,4.25898913685211,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-11-01,4.32142390708156,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1992-12-01,4.45953631434016,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-01-01,4.407318210966941,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-02-01,4.42856291766276,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-03-01,4.39342066541513,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-04-01,4.49025959478817,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-05-01,4.42647384905404,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-06-01,4.532729027435191,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-07-01,4.56465744121726,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-08-01,4.45897279018046,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-09-01,4.72858411271166,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-10-01,4.360735351423419,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-11-01,5.20117441343685,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1993-12-01,4.69167704764794,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-01-01,4.6329310653673605,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-02-01,4.7517012791471,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-03-01,4.8268287783382195,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-04-01,4.89625855807843,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-05-01,4.87849026488893,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-06-01,4.9018299296368095,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-07-01,4.84207232643339,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-08-01,5.14050112509058,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-09-01,5.23084161598817,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-10-01,5.26504165464274,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-11-01,5.58683676681962,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1994-12-01,5.2329242294079,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-01-01,5.36233809787746,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-02-01,5.38871825633752,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-03-01,5.4575602354571195,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-04-01,5.401587035991679,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-05-01,5.52576008712927,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-06-01,5.454913647630691,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-07-01,5.41238909743781,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-08-01,5.41044236496385,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-09-01,5.431298881967981,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-10-01,5.58128449414101,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-11-01,6.0929406606232,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1995-12-01,5.575262759004401,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-01-01,5.69539258984646,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-02-01,5.62293467649588,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-03-01,5.68696397533373,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-04-01,5.612226555620331,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-05-01,5.77490293609486,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-06-01,5.48138537659647,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-07-01,5.2818761625319,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-08-01,5.577685835021059,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-09-01,5.536173932681121,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-10-01,6.008903878969719,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-11-01,5.61003222321489,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1996-12-01,5.61224014289262,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-01-01,5.62273230968832,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-02-01,5.76192001621563,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-03-01,5.609933408684539,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-04-01,5.718770542373741,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-05-01,5.6232540822505905,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-06-01,6.01340899215912,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-07-01,6.05748880349963,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-08-01,6.03088756200181,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-09-01,5.940365806286299,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-10-01,6.35806266817728,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-11-01,6.24321662043447,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1997-12-01,6.229126399334071,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-01-01,6.240105814428261,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-02-01,6.18190426872561,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-03-01,6.3260045281674095,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-04-01,6.4267797683005705,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-05-01,6.395908741114299,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-06-01,6.35777024623761,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-07-01,6.23534361702116,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
1998-08-01,6.18877810678537,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Goods Producing in Grand Forks, ND-MN (MSA)",SMU38242200600000001SA,Monthly,Seasonally Adjusted
