date,All Employees: Goods Producing,state,msa,city,title,id,frequency,seasonal_adjustment
2019-04-01,64.031107793771,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-05-01,63.5861060342549,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-06-01,63.519305368730095,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-07-01,63.2064107827104,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-08-01,63.4517335003646,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-09-01,63.2472660852056,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-10-01,63.3516197109402,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-11-01,63.341030220208,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2019-12-01,63.0340480877814,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-01-01,62.993678267651795,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-02-01,63.3144131846767,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-03-01,62.5691160888486,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-04-01,58.04551957762239,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-05-01,58.343636997744504,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-06-01,58.245139202771796,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-07-01,58.3228803071992,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-08-01,58.214849755429604,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-09-01,58.864427471764294,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-10-01,58.648200312511904,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-11-01,59.3799131331437,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2020-12-01,59.4133123500559,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-01-01,58.30527826486399,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-02-01,57.7886857787516,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-03-01,57.894157106074495,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-04-01,57.5632743674338,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-05-01,56.9828410441124,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-06-01,56.7798915016796,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-07-01,56.80429124642679,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-08-01,56.1935614878726,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-09-01,55.158486369199,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
2021-10-01,58.3553460931551,LA,"New Orleans-Metairie, LA",New Orleans,"All Employees: Goods Producing in New Orleans-Metairie, LA (MSA)",SMU22353800600000001SA,Monthly,Seasonally Adjusted
1990-01-01,1268.642803466,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-02-01,1266.23614243968,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-03-01,1264.0060356471001,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-04-01,1239.5096002631099,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-05-01,1236.1084033043699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-06-01,1230.04595763529,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-07-01,1221.79784267052,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-08-01,1214.51066729952,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-09-01,1200.9741603217,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-10-01,1184.0361530421699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-11-01,1171.11254746506,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1990-12-01,1161.1971330531699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-01-01,1128.8202143117699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-02-01,1121.3877437720698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-03-01,1114.71786033471,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-04-01,1104.17025529211,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-05-01,1099.36336649274,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-06-01,1093.1218065552198,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-07-01,1084.09321902465,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-08-01,1079.41401567933,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-09-01,1075.93875048949,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-10-01,1070.04182911474,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-11-01,1066.58447772163,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1991-12-01,1058.24684699777,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-01-01,1047.6433134719198,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-02-01,1039.21459933483,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-03-01,1031.26078561947,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-04-01,1024.92480752336,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-05-01,1018.2269909652,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-06-01,1013.3634320278501,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-07-01,1013.4902327145699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-08-01,1004.69248389735,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-09-01,998.998382831999,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-10-01,998.0159800850661,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-11-01,996.1665694188,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1992-12-01,995.137388144901,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-01-01,995.8249034730029,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-02-01,994.6376658508169,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-03-01,990.20054672558,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-04-01,987.307948425041,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-05-01,986.0150727434191,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-06-01,981.299815473661,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-07-01,979.424183575245,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-08-01,977.018061555224,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-09-01,978.2179068005811,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-10-01,976.702846976122,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-11-01,974.776281812874,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1993-12-01,975.1796497742951,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-01-01,960.682658379249,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-02-01,957.361055750012,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-03-01,962.3897613928509,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-04-01,970.636296345622,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-05-01,971.360496354872,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-06-01,971.9943918785079,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-07-01,974.952358847928,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-08-01,977.324638479385,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-09-01,976.251338230477,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-10-01,975.564705328219,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-11-01,975.673556431408,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1994-12-01,973.6012101788581,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-01-01,972.837944238378,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-02-01,971.516037460714,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-03-01,971.4134650174319,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-04-01,968.95631725242,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-05-01,965.3429243358031,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-06-01,962.963806512568,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-07-01,955.220203414675,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-08-01,956.953397111848,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-09-01,957.287940939953,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-10-01,959.695322442282,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-11-01,957.708777574415,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1995-12-01,956.092990489008,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-01-01,942.103823921485,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-02-01,953.6063373251801,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-03-01,953.045324266698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-04-01,948.835374958003,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-05-01,953.544040015352,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-06-01,956.000539429272,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-07-01,956.293294867162,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-08-01,959.252275207319,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-09-01,959.6356820189579,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-10-01,960.94135448781,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-11-01,960.7551193304699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1996-12-01,960.654170196904,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-01-01,959.607228294374,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-02-01,960.129094311066,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-03-01,963.4379440098669,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-04-01,962.8954842805009,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-05-01,961.586428487164,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-06-01,962.8778874569231,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-07-01,966.898452581895,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-08-01,969.017687442547,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-09-01,970.0853559144321,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-10-01,971.1414471302651,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
1997-11-01,972.955751817858,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Goods Producing in New York-Newark-Jersey City, NY-NJ-PA (MSA)",SMU36356200600000001SA,Monthly,Seasonally Adjusted
