date,All Employees: Federal Government,state,msa,city,title,id,frequency,seasonal_adjustment
2010-01-01,2.2,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2011-01-01,2.1,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2012-01-01,2.1,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2013-01-01,2.1,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2014-01-01,2.1,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2015-01-01,2.1,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2016-01-01,2.2,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2017-01-01,2.2,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2018-01-01,2.2,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2019-01-01,2.2,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
2020-01-01,2.3,WV,"Charleston, WV",Charleston,"All Employees: Federal Government in Charleston, WV (MSA)",SMU54166209091000001A,Annual,Not Seasonally Adjusted
1990-01-01,9.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1991-01-01,9.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1992-01-01,9.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1993-01-01,9.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1994-01-01,10.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1995-01-01,10.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1996-01-01,10.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1997-01-01,10.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1998-01-01,10.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1999-01-01,10.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2000-01-01,10.4,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2001-01-01,10.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2002-01-01,10.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2003-01-01,10.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2004-01-01,10.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2005-01-01,10.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2006-01-01,10.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2007-01-01,10.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2008-01-01,11.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2009-01-01,11.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2010-01-01,12.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2011-01-01,12.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2012-01-01,12.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2013-01-01,12.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2014-01-01,12.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2015-01-01,12.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2016-01-01,12.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2017-01-01,12.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2018-01-01,12.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2019-01-01,12.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
2020-01-01,12.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Federal Government in Colorado Springs, CO (MSA)",SMU08178209091000001A,Annual,Not Seasonally Adjusted
1990-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1991-01-01,6.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1992-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1993-01-01,7.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1994-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1995-01-01,6.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1996-01-01,6.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1997-01-01,6.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1998-01-01,6.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1999-01-01,6.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2000-01-01,6.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2001-01-01,6.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2002-01-01,6.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2003-01-01,6.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2004-01-01,6.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2005-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2006-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2007-01-01,7.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2008-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2009-01-01,7.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2010-01-01,7.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2011-01-01,8.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2012-01-01,8.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2013-01-01,8.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2014-01-01,8.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2015-01-01,8.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2016-01-01,8.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2017-01-01,8.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2018-01-01,8.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2019-01-01,8.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
2020-01-01,9.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Federal Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809091000001A,Annual,Not Seasonally Adjusted
1990-01-01,44.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1991-01-01,45.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1992-01-01,45.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1993-01-01,45.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1994-01-01,45.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1995-01-01,44.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1996-01-01,42.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1997-01-01,44.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1998-01-01,45.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1999-01-01,45.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2000-01-01,46.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2001-01-01,45.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2002-01-01,45.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2003-01-01,45.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2004-01-01,45.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2005-01-01,45.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2006-01-01,47.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2007-01-01,45.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2008-01-01,45.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2009-01-01,46.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2010-01-01,48.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2011-01-01,46.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2012-01-01,45.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2013-01-01,44.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2014-01-01,43.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2015-01-01,44.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2016-01-01,44.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2017-01-01,45.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2018-01-01,46.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2019-01-01,46.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
2020-01-01,48.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Federal Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009091000001A,Annual,Not Seasonally Adjusted
1990-01-01,3.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1991-01-01,2.8,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1992-01-01,2.8,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1993-01-01,2.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1994-01-01,2.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1995-01-01,2.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1996-01-01,2.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1997-01-01,2.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1998-01-01,2.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1999-01-01,2.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2000-01-01,2.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2001-01-01,2.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2002-01-01,2.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2003-01-01,2.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2004-01-01,2.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2005-01-01,2.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2006-01-01,2.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2007-01-01,2.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2008-01-01,2.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2009-01-01,2.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2010-01-01,2.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2011-01-01,2.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2012-01-01,2.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2013-01-01,2.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2014-01-01,2.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2015-01-01,2.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2016-01-01,2.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2017-01-01,2.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2018-01-01,2.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2019-01-01,2.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
2020-01-01,2.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Federal Government in Fort Wayne, IN (MSA)",SMU18230609091000001A,Annual,Not Seasonally Adjusted
1990-01-01,1.7,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1991-01-01,1.7,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1992-01-01,1.6,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1993-01-01,1.6,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1994-01-01,1.6,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1995-01-01,1.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1996-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1997-01-01,1.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1998-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
