date,All Employees: Federal Government,state,msa,city,title,id,frequency,seasonal_adjustment
1999-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2000-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2001-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2002-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2003-01-01,1.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2004-01-01,1.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2005-01-01,1.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2006-01-01,1.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2007-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2008-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2009-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2010-01-01,1.4,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2011-01-01,1.3,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2012-01-01,1.2,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2013-01-01,1.2,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2014-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2015-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2016-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2017-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2018-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2019-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
2020-01-01,1.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Federal Government in Grand Forks, ND-MN (MSA)",SMU38242209091000001A,Annual,Not Seasonally Adjusted
1990-01-01,28.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1991-01-01,28.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1992-01-01,28.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1993-01-01,27.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1994-01-01,26.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1995-01-01,26.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1996-01-01,26.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1997-01-01,27.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1998-01-01,27.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1999-01-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2000-01-01,29.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2001-01-01,27.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2002-01-01,27.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2003-01-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2004-01-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2005-01-01,28.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2006-01-01,28.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2007-01-01,28.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2008-01-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2009-01-01,29.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2010-01-01,30.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2011-01-01,27.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2012-01-01,27.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2013-01-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2014-01-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2015-01-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2016-01-01,28.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2017-01-01,28.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2018-01-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2019-01-01,30.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
2020-01-01,31.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Federal Government in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264209091000001A,Annual,Not Seasonally Adjusted
1990-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1991-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1992-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1993-01-01,1.1,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1994-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1995-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1996-01-01,1.1,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1997-01-01,1.1,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1998-01-01,1.2,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1999-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2000-01-01,1.4,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2001-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2002-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2003-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2004-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2005-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2006-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2007-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2008-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2009-01-01,1.3,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2010-01-01,1.4,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2011-01-01,1.2,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2012-01-01,1.1,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2013-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2014-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2015-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2016-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2017-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2018-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2019-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
2020-01-01,1.0,PA,"Johnstown, PA",Johnstown,"All Employees: Federal Government in Johnstown, PA (MSA)",SMU42277809091000001A,Annual,Not Seasonally Adjusted
1990-01-01,32.0,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1991-01-01,30.9,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1992-01-01,29.5,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1993-01-01,28.8,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1994-01-01,29.4,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1995-01-01,28.6,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1996-01-01,28.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1997-01-01,27.5,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1998-01-01,27.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1999-01-01,26.8,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2000-01-01,27.5,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2001-01-01,27.4,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2002-01-01,27.3,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2003-01-01,27.5,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2004-01-01,27.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2005-01-01,26.8,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2006-01-01,26.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2007-01-01,26.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2008-01-01,26.8,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2009-01-01,27.4,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2010-01-01,28.9,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2011-01-01,28.4,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2012-01-01,27.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2013-01-01,26.4,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2014-01-01,26.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2015-01-01,26.7,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2016-01-01,27.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2017-01-01,27.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2018-01-01,27.2,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2019-01-01,27.7,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
2020-01-01,28.9,MO,"Kansas City, MO-KS",Kansas City,"All Employees: Federal Government in Kansas City, MO-KS (MSA)",SMU29281409091000001A,Annual,Not Seasonally Adjusted
1990-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1991-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1992-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1993-01-01,1.4,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1994-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1995-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1996-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1997-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1998-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1999-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2000-01-01,1.7,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2001-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2002-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2003-01-01,1.6,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2004-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2005-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2006-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2007-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2008-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2009-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2010-01-01,1.5,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2011-01-01,1.3,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2012-01-01,1.2,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2013-01-01,1.2,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2014-01-01,1.2,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2015-01-01,1.2,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2016-01-01,1.2,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2017-01-01,1.3,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2018-01-01,1.3,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2019-01-01,1.3,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
2020-01-01,1.3,PA,"Lancaster, PA",Lancaster,"All Employees: Federal Government in Lancaster, PA (MSA)",SMU42295409091000001A,Annual,Not Seasonally Adjusted
1990-01-01,0.9,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
1991-01-01,0.8,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
1992-01-01,0.8,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
1993-01-01,0.8,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
1994-01-01,0.8,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
1995-01-01,0.8,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
1996-01-01,0.8,VA,"Lynchburg, VA",Lynchburg,"All Employees: Federal Government in Lynchburg, VA (MSA)",SMU51313409091000001A,Annual,Not Seasonally Adjusted
