date,Housing Inventory: Median Days on Market Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,8.5106383,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2017-08-01,2.9411765,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2017-09-01,8.5714286,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2017-10-01,7.8947368,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2017-11-01,4.8780488,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2017-12-01,10.0775194,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-01-01,3.5211268,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-02-01,-12.244898,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-03-01,-20.9302326,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-04-01,-8.8235294,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-05-01,-1.0752688,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-06-01,4.3478261,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-07-01,6.25,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-08-01,3.9215686,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-09-01,9.4339623,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-10-01,3.4482759,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-11-01,3.3333333,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2018-12-01,11.2903226,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-01-01,4.3478261,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-02-01,-10.4166667,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-03-01,-16.2790698,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-04-01,-14.8148148,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-05-01,-5.4347826,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-06-01,12.6436782,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-07-01,-6.122449,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-08-01,6.5217391,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-09-01,4.0816327,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-10-01,1.9607843,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-11-01,11.5384615,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2019-12-01,15.5172414,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-01-01,1.4925373,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-02-01,-22.0588235,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-03-01,-18.8679245,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-04-01,2.3255814,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-05-01,15.9090909,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-06-01,-4.9019608,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-07-01,-11.3402062,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-08-01,-13.9534884,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-09-01,6.7567568,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-10-01,3.7974684,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-11-01,2.4390244,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2020-12-01,26.1904762,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-01-01,7.5471698,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-02-01,-20.1754386,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-03-01,-7.6923077,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-04-01,-2.3809524,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-05-01,-9.7560976,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-06-01,-4.0540541,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-07-01,1.4084507,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-08-01,2.7777778,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-09-01,5.4054054,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-10-01,10.2564103,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2021-11-01,8.1395349,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Month-Over-Month in Albuquerque, NM (CBSA)",MEDDAYONMARMM10740,Monthly,Not Seasonally Adjusted
2017-07-01,8.5106383,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2017-08-01,0.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2017-09-01,11.7647059,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2017-10-01,1.754386,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2017-11-01,0.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2017-12-01,12.0689655,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-01-01,4.6153846,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-02-01,-20.5882353,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-03-01,-20.3703704,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-04-01,2.3255814,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-05-01,-1.1363636,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-06-01,3.4482759,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-07-01,1.1111111,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-08-01,6.5934066,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-09-01,5.1546392,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-10-01,5.8823529,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-11-01,0.9259259,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2018-12-01,17.4311927,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-01-01,4.6875,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-02-01,-16.4179104,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-03-01,-12.5,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-04-01,-6.122449,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-05-01,1.0869565,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-06-01,5.3763441,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-07-01,5.1020408,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-08-01,0.9708738,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-09-01,6.7307692,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-10-01,-4.5045045,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-11-01,5.6603774,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2019-12-01,13.3928571,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-01-01,4.7244094,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-02-01,-14.2857143,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-03-01,-14.9122807,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-04-01,0.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-05-01,15.4639175,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-06-01,-7.1428571,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-07-01,-5.7692308,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-08-01,-10.2040816,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-09-01,-4.5454545,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-10-01,2.3809524,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-11-01,6.9767442,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2020-12-01,13.0434783,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-01-01,3.8461538,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-02-01,-23.1481481,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-03-01,-9.6385542,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-04-01,-6.6666667,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-05-01,-5.7142857,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-06-01,-1.5151515,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-07-01,-3.0769231,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-08-01,7.9365079,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-09-01,5.8823529,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-10-01,2.7777778,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2021-11-01,2.7027027,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARMM12060,Monthly,Not Seasonally Adjusted
2017-07-01,7.6923077,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2017-08-01,1.7857143,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2017-09-01,26.3157895,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2017-10-01,3.4722222,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2017-11-01,-15.4362416,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2017-12-01,-1.5873016,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2018-01-01,1.6129032,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2018-02-01,-4.7619048,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2018-03-01,-13.3333333,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
2018-04-01,-7.6923077,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARMM13140,Monthly,Not Seasonally Adjusted
