date,Housing Inventory: Price Reduced Count,state,msa,city,title,id,frequency,seasonal_adjustment
2019-05-01,15396.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-06-01,16140.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-07-01,16416.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-08-01,16236.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-09-01,16356.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-10-01,16260.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-11-01,13660.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2019-12-01,8376.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-01-01,9720.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-02-01,8640.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-03-01,8760.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-04-01,8584.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-05-01,10456.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-06-01,9524.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-07-01,8552.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-08-01,7788.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-09-01,7480.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-10-01,7092.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-11-01,5892.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2020-12-01,3688.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-01-01,3480.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-02-01,2584.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-03-01,2776.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-04-01,2760.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-05-01,3136.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-06-01,3800.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-07-01,5304.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
2021-08-01,5628.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Reduced Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIREDCOU12060,Monthly,Not Seasonally Adjusted
