date,All Employees: State Government,state,msa,city,title,id,frequency,seasonal_adjustment
2014-01-01,11.7,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
2015-01-01,11.8,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
2016-01-01,11.9,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
2017-01-01,11.7,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
2018-01-01,11.3,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
2019-01-01,11.4,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
2020-01-01,11.7,WV,"Charleston, WV",Charleston,"All Employees: State Government in Charleston, WV (MSA)",SMU54166209092000001A,Annual,Not Seasonally Adjusted
1990-01-01,2.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1991-01-01,2.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1992-01-01,2.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1993-01-01,2.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1994-01-01,3.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1995-01-01,3.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1996-01-01,3.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1997-01-01,3.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1998-01-01,3.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1999-01-01,3.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2000-01-01,3.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2001-01-01,3.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2002-01-01,3.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2003-01-01,3.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2004-01-01,3.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2005-01-01,3.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2006-01-01,3.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2007-01-01,4.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2008-01-01,4.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2009-01-01,4.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2010-01-01,4.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2011-01-01,4.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2012-01-01,5.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2013-01-01,9.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2014-01-01,9.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2015-01-01,9.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2016-01-01,10.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2017-01-01,11.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2018-01-01,12.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2019-01-01,12.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
2020-01-01,12.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: State Government in Colorado Springs, CO (MSA)",SMU08178209092000001A,Annual,Not Seasonally Adjusted
1990-01-01,1.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1991-01-01,1.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1992-01-01,1.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1993-01-01,1.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1994-01-01,1.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1995-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1996-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1997-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1998-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1999-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2000-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2001-01-01,1.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2002-01-01,1.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2003-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2004-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2005-01-01,1.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2006-01-01,1.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2007-01-01,1.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2008-01-01,2.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2009-01-01,2.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2010-01-01,2.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2011-01-01,2.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2012-01-01,2.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2013-01-01,2.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2014-01-01,2.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2015-01-01,2.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2016-01-01,2.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2017-01-01,2.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2018-01-01,2.1,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2019-01-01,2.1,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
2020-01-01,1.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: State Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809092000001A,Annual,Not Seasonally Adjusted
1990-01-01,36.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1991-01-01,37.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1992-01-01,39.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1993-01-01,41.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1994-01-01,41.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1995-01-01,41.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1996-01-01,41.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1997-01-01,40.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1998-01-01,40.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1999-01-01,41.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2000-01-01,41.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2001-01-01,43.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2002-01-01,45.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2003-01-01,45.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2004-01-01,47.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2005-01-01,51.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2006-01-01,53.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2007-01-01,56.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2008-01-01,58.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2009-01-01,58.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2010-01-01,59.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2011-01-01,60.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2012-01-01,60.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2013-01-01,60.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2014-01-01,61.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2015-01-01,61.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2016-01-01,63.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2017-01-01,67.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2018-01-01,68.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2019-01-01,72.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
2020-01-01,72.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001A,Annual,Not Seasonally Adjusted
1990-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1991-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1992-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1993-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1994-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1995-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1996-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1997-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1998-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1999-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2000-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2001-01-01,3.8,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2002-01-01,3.8,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2003-01-01,4.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2004-01-01,4.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2005-01-01,4.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2006-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2007-01-01,3.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2008-01-01,3.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2009-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2010-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2011-01-01,3.9,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2012-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2013-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2014-01-01,3.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2015-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2016-01-01,3.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2017-01-01,3.9,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2018-01-01,3.9,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2019-01-01,3.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
2020-01-01,3.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: State Government in Fort Wayne, IN (MSA)",SMU18230609092000001A,Annual,Not Seasonally Adjusted
1990-01-01,5.8,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1991-01-01,5.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1992-01-01,5.6,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1993-01-01,5.8,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1994-01-01,5.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1995-01-01,5.7,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1996-01-01,5.6,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1997-01-01,5.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1998-01-01,5.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
1999-01-01,5.8,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
2000-01-01,5.8,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
2001-01-01,5.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
2002-01-01,6.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
2003-01-01,6.3,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
2004-01-01,6.3,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: State Government in Grand Forks, ND-MN (MSA)",SMU38242209092000001A,Annual,Not Seasonally Adjusted
