date,All Employees: Local Government,state,msa,city,title,id,frequency,seasonal_adjustment
2012-01-01,10.7,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2013-01-01,10.8,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2014-01-01,11.0,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2015-01-01,10.8,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2016-01-01,10.8,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2017-01-01,10.4,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2018-01-01,10.2,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2019-01-01,10.1,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
2020-01-01,9.6,WV,"Charleston, WV",Charleston,"All Employees: Local Government in Charleston, WV (MSA)",SMU54166209093000001A,Annual,Not Seasonally Adjusted
1990-01-01,16.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1991-01-01,17.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1992-01-01,18.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1993-01-01,19.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1994-01-01,19.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1995-01-01,20.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1996-01-01,21.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1997-01-01,22.3,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1998-01-01,23.4,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1999-01-01,24.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2000-01-01,24.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2001-01-01,25.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2002-01-01,27.1,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2003-01-01,27.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2004-01-01,28.2,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2005-01-01,28.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2006-01-01,29.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2007-01-01,31.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2008-01-01,31.7,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2009-01-01,31.4,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2010-01-01,30.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2011-01-01,30.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2012-01-01,29.4,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2013-01-01,26.6,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2014-01-01,27.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2015-01-01,27.5,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2016-01-01,27.8,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2017-01-01,28.4,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2018-01-01,29.0,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2019-01-01,29.9,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
2020-01-01,28.4,CO,"Colorado Springs, CO",Colorado Springs,"All Employees: Local Government in Colorado Springs, CO (MSA)",SMU08178209093000001A,Annual,Not Seasonally Adjusted
1990-01-01,6.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1991-01-01,6.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1992-01-01,7.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1993-01-01,7.1,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1994-01-01,7.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1995-01-01,7.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1996-01-01,7.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1997-01-01,7.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1998-01-01,8.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1999-01-01,8.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2000-01-01,8.4,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2001-01-01,8.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2002-01-01,8.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2003-01-01,8.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2004-01-01,9.1,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2005-01-01,9.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2006-01-01,9.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2007-01-01,9.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2008-01-01,9.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2009-01-01,8.9,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2010-01-01,8.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2011-01-01,8.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2012-01-01,8.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2013-01-01,9.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2014-01-01,9.1,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2015-01-01,9.2,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2016-01-01,9.3,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2017-01-01,9.6,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2018-01-01,9.7,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2019-01-01,9.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
2020-01-01,9.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Local Government in Crestview-Fort Walton Beach-Destin, FL (MSA)",SMU12188809093000001A,Annual,Not Seasonally Adjusted
1990-01-01,166.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1991-01-01,171.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1992-01-01,179.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1993-01-01,186.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1994-01-01,192.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1995-01-01,199.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1996-01-01,203.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1997-01-01,208.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1998-01-01,217.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1999-01-01,227.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2000-01-01,235.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2001-01-01,243.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2002-01-01,251.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2003-01-01,258.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2004-01-01,263.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2005-01-01,268.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2006-01-01,272.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2007-01-01,279.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2008-01-01,290.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2009-01-01,296.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2010-01-01,299.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2011-01-01,298.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2012-01-01,294.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2013-01-01,300.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2014-01-01,307.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2015-01-01,314.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2016-01-01,320.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2017-01-01,324.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2018-01-01,327.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2019-01-01,330.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
2020-01-01,325.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Local Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009093000001A,Annual,Not Seasonally Adjusted
1990-01-01,11.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1991-01-01,11.9,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1992-01-01,12.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1993-01-01,12.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1994-01-01,12.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1995-01-01,13.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1996-01-01,13.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1997-01-01,13.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1998-01-01,13.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1999-01-01,13.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2000-01-01,13.7,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2001-01-01,14.0,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2002-01-01,14.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2003-01-01,15.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2004-01-01,15.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2005-01-01,15.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2006-01-01,15.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2007-01-01,16.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2008-01-01,16.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2009-01-01,16.2,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2010-01-01,16.1,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2011-01-01,15.8,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2012-01-01,15.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2013-01-01,15.3,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2014-01-01,15.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2015-01-01,15.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2016-01-01,15.4,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2017-01-01,15.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2018-01-01,15.5,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2019-01-01,15.6,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
2020-01-01,14.8,IN,"Fort Wayne, IN",Fort Wayne,"All Employees: Local Government in Fort Wayne, IN (MSA)",SMU18230609093000001A,Annual,Not Seasonally Adjusted
1990-01-01,4.5,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1991-01-01,4.6,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1992-01-01,4.8,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1993-01-01,4.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1994-01-01,5.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1995-01-01,5.0,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1996-01-01,4.9,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1997-01-01,5.0,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1998-01-01,5.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
1999-01-01,5.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
2000-01-01,5.3,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
2001-01-01,5.1,ND,"Grand Forks, ND-MN",Grand Forks,"All Employees: Local Government in Grand Forks, ND-MN (MSA)",SMU38242209093000001A,Annual,Not Seasonally Adjusted
