date,Housing Inventory: Pending Listing Count,state,msa,city,title,id,frequency,seasonal_adjustment
2016-07-01,14.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2016-08-01,13.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2016-09-01,12.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2016-10-01,18.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2016-11-01,17.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2016-12-01,18.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-01-01,12.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-02-01,13.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-03-01,12.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-04-01,14.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-05-01,11.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-06-01,12.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-07-01,16.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-08-01,18.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-09-01,22.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-10-01,19.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-11-01,17.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2017-12-01,10.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-01-01,7.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-02-01,1647.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-03-01,70.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-04-01,69.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-05-01,2029.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-06-01,1943.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-07-01,1922.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-08-01,1828.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-09-01,1713.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-10-01,1591.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-11-01,1527.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2018-12-01,1366.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-01-01,1225.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-02-01,1513.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-03-01,1873.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-04-01,2181.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-05-01,2338.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-06-01,2571.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-07-01,2236.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-08-01,2132.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-09-01,1822.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-10-01,1728.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-11-01,1624.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2019-12-01,1409.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-01-01,1373.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-02-01,1737.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-03-01,1909.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-04-01,1757.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-05-01,1936.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-06-01,2459.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-07-01,2520.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-08-01,2469.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-09-01,2447.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-10-01,2387.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-11-01,2128.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2020-12-01,1900.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-01-01,1746.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-02-01,1956.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-03-01,2021.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-04-01,2137.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-05-01,2291.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-06-01,2307.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-07-01,2197.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-08-01,2243.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-09-01,2175.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-10-01,2090.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2021-11-01,1879.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count in Albuquerque, NM (CBSA)",PENLISCOU10740,Monthly,Not Seasonally Adjusted
2016-07-01,14551.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2016-08-01,12744.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2016-09-01,12227.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2016-10-01,11435.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2016-11-01,11086.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2016-12-01,10029.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-01-01,8858.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-02-01,10908.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-03-01,13188.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-04-01,13865.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-05-01,14406.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-06-01,13528.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-07-01,12871.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-08-01,12735.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-09-01,11831.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-10-01,10935.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-11-01,10917.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2017-12-01,10173.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-01-01,9269.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-02-01,11117.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-03-01,13138.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-04-01,27011.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-05-01,28270.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-06-01,27330.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-07-01,25700.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-08-01,23307.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-09-01,22385.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-10-01,20827.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-11-01,20050.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2018-12-01,17584.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-01-01,16498.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-02-01,19826.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-03-01,23649.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-04-01,26632.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-05-01,27908.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-06-01,27315.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-07-01,26093.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-08-01,24710.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-09-01,23684.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-10-01,22308.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-11-01,21341.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2019-12-01,18410.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-01-01,17343.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-02-01,22059.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-03-01,24178.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-04-01,20953.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-05-01,23642.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-06-01,29071.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-07-01,30379.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-08-01,30087.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-09-01,29644.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-10-01,28158.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-11-01,27157.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2020-12-01,24569.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-01-01,22537.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-02-01,27084.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-03-01,28106.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-04-01,29503.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-05-01,30257.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-06-01,29781.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-07-01,28919.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-08-01,27554.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-09-01,26887.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-10-01,26437.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
2021-11-01,25647.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOU12060,Monthly,Not Seasonally Adjusted
