date,Housing Inventory: Average Listing Price Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2019-08-01,-2.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2019-09-01,-0.66,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2019-10-01,-0.04,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2019-11-01,-0.47,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2019-12-01,-1.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-01-01,-0.73,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-02-01,2.12,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-03-01,1.26,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-04-01,-2.19,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-05-01,5.72,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-06-01,3.57,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-07-01,1.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-08-01,1.67,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-09-01,2.15,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-10-01,1.07,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-11-01,1.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2020-12-01,-0.22,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-01-01,-1.43,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-02-01,5.11,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-03-01,0.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-04-01,3.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-05-01,-2.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-06-01,1.21,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-07-01,-2.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-08-01,-2.18,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-09-01,-0.82,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-10-01,2.35,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2021-11-01,1.65,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Average Listing Price Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",AVELISPRIMM19100,Monthly,Not Seasonally Adjusted
2017-07-01,0.13,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2017-08-01,2.13,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2017-09-01,1.78,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2017-10-01,0.25,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2017-11-01,-1.61,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2017-12-01,-8.63,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-01-01,3.51,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-02-01,3.61,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-03-01,7.51,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-04-01,4.27,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-05-01,-2.53,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-06-01,0.92,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-07-01,-0.27,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-08-01,-4.5,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-09-01,-1.65,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-10-01,-0.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-11-01,-1.95,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2018-12-01,1.01,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-01-01,0.67,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-02-01,6.91,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-03-01,1.28,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-04-01,-0.03,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-05-01,1.37,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-06-01,-1.46,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-07-01,-0.26,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-08-01,-3.51,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-09-01,-5.48,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-10-01,2.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-11-01,-2.4,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2019-12-01,-0.37,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-01-01,0.17,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-02-01,11.81,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-03-01,5.18,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-04-01,-2.52,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-05-01,-1.03,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-06-01,0.79,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-07-01,3.58,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-08-01,-1.17,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-09-01,-6.62,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-10-01,2.63,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-11-01,0.01,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2020-12-01,-0.22,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-01-01,0.45,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-02-01,4.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-03-01,-4.95,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-04-01,6.4,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-05-01,1.95,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-06-01,0.88,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-07-01,5.5,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-08-01,-7.1,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-09-01,-3.61,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-10-01,-1.63,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2021-11-01,2.15,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",AVELISPRIMM23060,Monthly,Not Seasonally Adjusted
2017-07-01,-1.22,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2017-08-01,-2.39,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2017-09-01,2.17,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2017-10-01,-0.25,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2017-11-01,0.16,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2017-12-01,0.55,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-01-01,0.21,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-02-01,-1.31,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-03-01,1.17,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-04-01,1.74,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-05-01,1.59,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-06-01,-2.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-07-01,-1.76,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-08-01,-1.96,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-09-01,-3.02,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-10-01,-1.76,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-11-01,-0.77,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2018-12-01,-1.52,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-01-01,-3.76,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-02-01,-0.95,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-03-01,2.04,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-04-01,1.79,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-05-01,0.1,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-06-01,0.77,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-07-01,-3.34,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-08-01,0.81,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-09-01,1.25,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-10-01,-0.21,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-11-01,-2.26,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2019-12-01,1.16,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-01-01,0.19,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-02-01,1.01,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-03-01,0.87,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-04-01,2.5,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-05-01,0.42,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-06-01,1.52,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-07-01,0.04,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-08-01,-0.53,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-09-01,-0.96,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-10-01,-1.91,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-11-01,-4.43,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2020-12-01,0.26,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2021-01-01,-1.7,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
2021-02-01,8.14,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Month-Over-Month in Grand Forks, ND-MN (CBSA)",AVELISPRIMM24220,Monthly,Not Seasonally Adjusted
