date,Housing Inventory: Median Days on Market Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,-13.559322,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2017-08-01,-11.0169492,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2017-09-01,-10.9375,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2017-10-01,-6.8181818,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2017-11-01,-9.1549296,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2017-12-01,-10.1265823,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-01-01,-6.3694268,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-02-01,-5.8394161,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-03-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-04-01,-1.0638298,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-05-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-06-01,2.1276596,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-07-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-08-01,0.952381,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-09-01,1.754386,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-10-01,-2.4390244,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-11-01,-3.875969,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2018-12-01,-2.8169014,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-01-01,-2.0408163,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-02-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-03-01,5.8823529,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-04-01,-1.0752688,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-05-01,-5.4347826,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-06-01,2.0833333,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-07-01,-9.8039216,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-08-01,-7.5471698,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-09-01,-12.0689655,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-10-01,-13.3333333,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-11-01,-6.4516129,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2019-12-01,-2.8985507,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-01-01,-5.5555556,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-02-01,-17.8294574,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-03-01,-20.3703704,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-04-01,-4.3478261,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-05-01,17.2413793,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-06-01,-1.0204082,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-07-01,-6.5217391,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-08-01,-24.4897959,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-09-01,-22.5490196,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-10-01,-21.1538462,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-11-01,-27.5862069,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2020-12-01,-20.8955224,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-01-01,-16.1764706,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-02-01,-14.1509434,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-03-01,-2.3255814,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-04-01,-6.8181818,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-05-01,-27.4509804,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-06-01,-26.8041237,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-07-01,-16.2790698,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-08-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-09-01,-1.2658228,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-10-01,4.8780488,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2021-11-01,10.7142857,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Days on Market Year-Over-Year in Albuquerque, NM (CBSA)",MEDDAYONMARYY10740,Monthly,Not Seasonally Adjusted
2017-07-01,2.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2017-08-01,-2.8571429,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2017-09-01,5.5555556,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2017-10-01,7.4074074,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2017-11-01,2.6548673,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2017-12-01,-1.5151515,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-01-01,0.7407407,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-02-01,0.9345794,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-03-01,-5.4945055,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-04-01,-2.2222222,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-05-01,-4.3956044,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-06-01,-4.2553191,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-07-01,-10.7843137,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-08-01,-4.9019608,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-09-01,-10.5263158,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-10-01,-6.8965517,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-11-01,-6.0344828,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2018-12-01,-1.5384615,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-01-01,-1.4705882,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-02-01,3.7037037,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-03-01,13.9534884,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-04-01,4.5454545,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-05-01,6.8965517,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-06-01,8.8888889,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-07-01,13.1868132,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-08-01,7.2164948,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-09-01,8.8235294,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-10-01,-1.8518519,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-11-01,2.7522936,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2019-12-01,-0.78125,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-01-01,-0.7462687,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-02-01,1.7857143,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-03-01,-1.0204082,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-04-01,5.4347826,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-05-01,20.4301075,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-06-01,6.122449,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-07-01,-4.8543689,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-08-01,-15.3846154,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-09-01,-24.3243243,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-10-01,-18.8679245,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-11-01,-17.8571429,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2020-12-01,-18.1102362,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-01-01,-18.7969925,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-02-01,-27.1929825,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-03-01,-22.6804124,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-04-01,-27.8350515,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-05-01,-41.0714286,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-06-01,-37.5,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-07-01,-35.7142857,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-08-01,-22.7272727,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-09-01,-14.2857143,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-10-01,-13.9534884,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2021-11-01,-17.3913043,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Days on Market Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDDAYONMARYY12060,Monthly,Not Seasonally Adjusted
2017-07-01,3.7037037,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2017-08-01,2.7027027,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2017-09-01,14.2857143,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2017-10-01,6.4285714,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2017-11-01,-15.4362416,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2017-12-01,-26.1904762,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2018-01-01,-27.5862069,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2018-02-01,-12.4087591,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2018-03-01,-7.9646018,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
2018-04-01,-15.7894737,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Days on Market Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDDAYONMARYY13140,Monthly,Not Seasonally Adjusted
