date,Housing Inventory: Price Increased Count,state,msa,city,title,id,frequency,seasonal_adjustment
2017-03-01,2692.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-04-01,3068.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-05-01,2892.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-06-01,3476.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-07-01,3140.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-08-01,3824.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-09-01,3496.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-10-01,3356.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-11-01,3032.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2017-12-01,2976.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-01-01,2556.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-02-01,3232.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-03-01,4032.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-04-01,5720.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-05-01,5928.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-06-01,5552.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-07-01,5096.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-08-01,4792.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-09-01,4344.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-10-01,4304.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-11-01,2556.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2018-12-01,2488.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
