date,Housing Inventory: Median Home Size in Square Feet Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,2.51,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2017-08-01,1.61,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2017-09-01,1.96,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2017-10-01,1.05,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2017-11-01,0.77,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2017-12-01,0.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-01-01,-0.03,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-02-01,0.35,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-03-01,1.13,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-04-01,1.24,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-05-01,1.34,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-06-01,-0.29,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-07-01,-1.03,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-08-01,-0.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-09-01,-1.22,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-10-01,-0.17,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-11-01,0.27,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2018-12-01,0.8,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-01-01,0.9,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-02-01,0.1,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-03-01,1.83,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-04-01,3.59,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-05-01,3.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-06-01,3.07,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-07-01,2.28,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-08-01,1.94,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-09-01,1.66,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-10-01,3.77,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-11-01,2.91,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2019-12-01,1.85,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-01-01,4.46,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-02-01,4.94,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-03-01,1.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-04-01,-2.25,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-05-01,-0.09,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-06-01,4.56,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-07-01,7.74,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-08-01,9.34,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-09-01,8.66,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-10-01,4.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-11-01,2.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2020-12-01,3.73,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-01-01,-0.36,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-02-01,-4.48,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-03-01,-3.41,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-04-01,-1.66,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-05-01,-4.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-06-01,-7.8,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-07-01,-10.82,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-08-01,-10.74,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-09-01,-9.39,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-10-01,-3.42,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2021-11-01,-3.79,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Albuquerque, NM (CBSA)",MEDSQUFEEYY10740,Monthly,Not Seasonally Adjusted
2017-07-01,2.58,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2017-08-01,3.27,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2017-09-01,3.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2017-10-01,2.85,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2017-11-01,2.79,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2017-12-01,2.95,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-01-01,3.31,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-02-01,3.82,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-03-01,3.82,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-04-01,3.32,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-05-01,1.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-06-01,0.45,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-07-01,0.42,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-08-01,-0.74,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-09-01,-1.15,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-10-01,-1.92,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-11-01,-1.98,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2018-12-01,-2.05,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-01-01,-3.61,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-02-01,-4.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-03-01,-4.49,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-04-01,-5.11,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-05-01,-3.78,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-06-01,-3.36,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-07-01,-2.88,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-08-01,-3.03,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-09-01,-3.2,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-10-01,-2.04,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-11-01,-2.2,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2019-12-01,-2.87,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-01-01,-1.95,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-02-01,-0.97,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-03-01,-2.09,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-04-01,-5.74,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-05-01,-6.25,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-06-01,-5.04,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-07-01,-3.26,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-08-01,-3.05,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-09-01,-4.04,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-10-01,-5.48,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-11-01,-7.79,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2020-12-01,-8.41,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-01-01,-8.92,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-02-01,-10.61,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-03-01,-10.98,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-04-01,-7.18,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-05-01,-7.8,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-06-01,-7.61,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-07-01,-8.22,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-08-01,-8.78,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-09-01,-7.53,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-10-01,-7.62,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2021-11-01,-5.29,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",MEDSQUFEEYY12060,Monthly,Not Seasonally Adjusted
2017-07-01,3.09,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
2017-08-01,3.67,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
2017-09-01,4.49,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
2017-10-01,3.47,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
2017-11-01,2.31,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
2017-12-01,5.56,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
2018-01-01,7.42,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",MEDSQUFEEYY13140,Monthly,Not Seasonally Adjusted
