date,All Employees: Leisure and Hospitality,state,msa,city,title,id,frequency,seasonal_adjustment
1993-09-01,155.861459374438,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1993-10-01,159.71816579162,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1993-11-01,159.06193820729098,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1993-12-01,160.289801782547,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1994-01-01,161.12386928783002,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1994-02-01,161.5153317214,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1994-03-01,163.060406492767,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1994-04-01,162.399059866728,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1994-05-01,162.125297136827,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
1994-06-01,162.036304196061,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",ATLA013LEIH,Monthly,Seasonally Adjusted
