,city,state,year,births_census,censuspop_census,deaths_census,domesticmig_census,estimatesbase_census,internationalmig_census,naturalinc_census,netmig_census,npopchg_census,popestimate_census,residual_census,med_zhvi,med_zori
2509,Midland,TX,2011,2332.0,,1066.0,1965.0,,94.0,1266.0,2059.0,3336.0,145132.0,11.0,165922.0,
2510,Midland,TX,2012,2493.0,,1020.0,5304.0,,210.0,1473.0,5514.0,7209.0,152341.0,222.0,180263.0,
2511,Midland,TX,2013,2722.0,,1100.0,3281.0,,306.0,1622.0,3587.0,5314.0,157655.0,105.0,196911.0,
2512,Midland,TX,2014,2857.0,,1068.0,2195.0,,511.0,1789.0,2706.0,4569.0,162224.0,74.0,214243.0,
2513,Midland,TX,2015,3030.0,,1128.0,3271.0,,564.0,1902.0,3835.0,5796.0,168020.0,59.0,214955.5,
2514,Midland,TX,2016,3082.0,,1149.0,-968.0,,571.0,1933.0,-397.0,1535.0,169555.0,-1.0,210289.0,
2515,Midland,TX,2017,2960.0,,1135.0,-902.0,,463.0,1825.0,-439.0,1388.0,170943.0,2.0,217209.0,
2516,Midland,TX,2018,3042.0,,1170.0,5037.0,,333.0,1872.0,5370.0,7262.0,178205.0,20.0,239119.5,
2517,Midland,TX,2019,3052.0,,1165.0,1729.0,,360.0,1887.0,2089.0,3982.0,182187.0,6.0,268188.0,
2518,Midland,TX,2020,3113.0,,1265.0,-669.0,,296.0,1848.0,-373.0,1492.0,183679.0,17.0,261043.5,
2519,Milwaukee,WI,2010,5138.0,1555908.0,3194.0,-1612.0,1555954.0,466.0,1944.0,-1146.0,754.0,1556708.0,-44.0,169793.0,
2520,Milwaukee,WI,2011,20171.0,,13057.0,-4243.0,,1866.0,7114.0,-2377.0,4715.0,1561423.0,-22.0,151720.0,
2521,Milwaukee,WI,2012,20182.0,,12887.0,-3628.0,,2559.0,7295.0,-1069.0,6022.0,1567445.0,-204.0,147080.0,
2522,Milwaukee,WI,2013,19852.0,,13196.0,-5431.0,,3441.0,6656.0,-1990.0,4557.0,1572002.0,-109.0,150248.0,
2523,Milwaukee,WI,2014,20010.0,,13159.0,-6741.0,,3383.0,6851.0,-3358.0,3387.0,1575389.0,-106.0,157587.5,977.0
2524,Milwaukee,WI,2015,19939.0,,13379.0,-8798.0,,3793.0,6560.0,-5005.0,1505.0,1576894.0,-50.0,161235.0,1012.0
2525,Milwaukee,WI,2016,19709.0,,13465.0,-10107.0,,3519.0,6244.0,-6588.0,-372.0,1576522.0,-28.0,168878.0,1029.5
2526,Milwaukee,WI,2017,19621.0,,13712.0,-10628.0,,3666.0,5909.0,-6962.0,-1079.0,1575443.0,-26.0,178069.0,1047.5
2527,Milwaukee,WI,2018,19367.0,,14195.0,-7845.0,,2792.0,5172.0,-5053.0,87.0,1575530.0,-32.0,189989.0,1070.5
2528,Milwaukee,WI,2019,18992.0,,13948.0,-4852.0,,1754.0,5044.0,-3098.0,1925.0,1577455.0,-21.0,198931.5,1100.5
2529,Milwaukee,WI,2020,18830.0,,14664.0,-5787.0,,1828.0,4166.0,-3959.0,221.0,1577676.0,14.0,211236.5,1130.0
2530,Minneapolis,MN,2010,11577.0,3333633.0,5008.0,-2542.0,3333623.0,2483.0,6569.0,-59.0,6447.0,3340070.0,-63.0,211129.5,
2531,Minneapolis,MN,2011,44728.0,,21173.0,121.0,,10049.0,23555.0,10170.0,33703.0,3373773.0,-22.0,188708.0,
2532,Minneapolis,MN,2012,44652.0,,20674.0,-270.0,,9386.0,23978.0,9116.0,32794.0,3406567.0,-300.0,183695.5,
2533,Minneapolis,MN,2013,45565.0,,22119.0,3086.0,,8950.0,23446.0,12036.0,35121.0,3441688.0,-361.0,205101.0,
2534,Minneapolis,MN,2014,46163.0,,21933.0,-483.0,,12474.0,24230.0,11991.0,35637.0,3477325.0,-584.0,223182.0,1281.5
2535,Minneapolis,MN,2015,45931.0,,23293.0,-7029.0,,12483.0,22638.0,5454.0,27797.0,3505122.0,-295.0,230746.5,1325.0
2536,Minneapolis,MN,2016,46188.0,,23335.0,117.0,,12449.0,22853.0,12566.0,35289.0,3540411.0,-130.0,242255.5,1381.5
2537,Minneapolis,MN,2017,45602.0,,24390.0,8051.0,,8308.0,21212.0,16359.0,37404.0,3577815.0,-167.0,258900.5,1442.5
2538,Minneapolis,MN,2018,44573.0,,24525.0,6653.0,,7265.0,20048.0,13918.0,33833.0,3611648.0,-133.0,275719.5,1502.5
2539,Minneapolis,MN,2019,44170.0,,25091.0,2480.0,,6699.0,19079.0,9179.0,28244.0,3639892.0,-14.0,287602.5,1564.5
2540,Minneapolis,MN,2020,43836.0,,26813.0,-4789.0,,5272.0,17023.0,483.0,17585.0,3657477.0,79.0,300201.0,1601.0
2541,Missoula,MT,2010,321.0,109299.0,214.0,23.0,109295.0,51.0,107.0,74.0,176.0,109471.0,-5.0,255202.5,
2542,Missoula,MT,2011,1201.0,,803.0,292.0,,110.0,398.0,402.0,799.0,110270.0,-1.0,243354.5,
2543,Missoula,MT,2012,1215.0,,759.0,331.0,,52.0,456.0,383.0,834.0,111104.0,-5.0,249269.0,
2544,Missoula,MT,2013,1222.0,,826.0,122.0,,384.0,396.0,506.0,884.0,111988.0,-18.0,255477.0,
2545,Missoula,MT,2014,1258.0,,841.0,406.0,,126.0,417.0,532.0,936.0,112924.0,-13.0,266923.5,
2546,Missoula,MT,2015,1243.0,,864.0,851.0,,122.0,379.0,973.0,1357.0,114281.0,5.0,274810.5,
2547,Missoula,MT,2016,1256.0,,869.0,1653.0,,258.0,387.0,1911.0,2306.0,116587.0,8.0,284756.5,
2548,Missoula,MT,2017,1191.0,,980.0,1084.0,,176.0,211.0,1260.0,1481.0,118068.0,10.0,303480.5,
2549,Missoula,MT,2018,1070.0,,872.0,567.0,,124.0,198.0,691.0,891.0,118959.0,2.0,320553.5,
2550,Missoula,MT,2019,1058.0,,908.0,649.0,,304.0,150.0,953.0,1107.0,120066.0,4.0,337700.0,
2551,Missoula,MT,2020,1057.0,,973.0,1242.0,,237.0,84.0,1479.0,1564.0,121630.0,1.0,362937.0,
2552,Mobile,AL,2010,1385.0,430573.0,974.0,-288.0,430719.0,140.0,411.0,-148.0,236.0,430955.0,-27.0,127050.0,
2553,Mobile,AL,2011,5774.0,,4330.0,-2583.0,,666.0,1444.0,-1917.0,-473.0,430482.0,0.0,111488.5,
2554,Mobile,AL,2012,5840.0,,4232.0,-1739.0,,735.0,1608.0,-1004.0,558.0,431040.0,-46.0,104335.0,
2555,Mobile,AL,2013,5551.0,,4607.0,-1664.0,,637.0,944.0,-1027.0,-117.0,430923.0,-34.0,104709.5,
2556,Mobile,AL,2014,5819.0,,4494.0,-1555.0,,524.0,1325.0,-1031.0,243.0,431166.0,-51.0,105671.5,
2557,Mobile,AL,2015,5868.0,,4370.0,-1776.0,,630.0,1498.0,-1146.0,319.0,431485.0,-33.0,107426.5,
2558,Mobile,AL,2016,5819.0,,4564.0,-1541.0,,595.0,1255.0,-946.0,291.0,431776.0,-18.0,110680.5,
2559,Mobile,AL,2017,5694.0,,4619.0,-2534.0,,380.0,1075.0,-2154.0,-1083.0,430693.0,-4.0,114982.0,
2560,Mobile,AL,2018,5828.0,,4599.0,-1714.0,,415.0,1229.0,-1299.0,-82.0,430611.0,-12.0,120275.0,
2561,Mobile,AL,2019,5590.0,,4796.0,-1861.0,,244.0,794.0,-1617.0,-816.0,429795.0,7.0,124593.0,
2562,Mobile,AL,2020,5574.0,,5242.0,-1678.0,,232.0,332.0,-1446.0,-1103.0,428692.0,11.0,132907.0,
2563,Modesto,CA,2010,1922.0,514453.0,909.0,-416.0,514451.0,108.0,1013.0,-308.0,686.0,515137.0,-19.0,155528.0,
2564,Modesto,CA,2011,7788.0,,3672.0,-2282.0,,544.0,4116.0,-1738.0,2378.0,517515.0,0.0,146344.0,
2565,Modesto,CA,2012,7696.0,,3811.0,-1287.0,,256.0,3885.0,-1031.0,2821.0,520336.0,-33.0,143861.0,
2566,Modesto,CA,2013,7505.0,,3854.0,-1192.0,,544.0,3651.0,-648.0,2977.0,523313.0,-26.0,180452.5,
2567,Modesto,CA,2014,7496.0,,3929.0,502.0,,527.0,3567.0,1029.0,4501.0,527814.0,-95.0,229550.5,
2568,Modesto,CA,2015,7673.0,,4118.0,882.0,,761.0,3555.0,1643.0,5140.0,532954.0,-58.0,240419.0,
2569,Modesto,CA,2016,7766.0,,4272.0,1718.0,,854.0,3494.0,2572.0,6032.0,538986.0,-34.0,263618.0,
2570,Modesto,CA,2017,7764.0,,4391.0,1650.0,,518.0,3373.0,2168.0,5508.0,544494.0,-33.0,286210.5,
2571,Modesto,CA,2018,7355.0,,4368.0,234.0,,156.0,2987.0,390.0,3361.0,547855.0,-16.0,312449.5,
2572,Modesto,CA,2019,7393.0,,4529.0,-861.0,,-116.0,2864.0,-977.0,1906.0,549761.0,19.0,325333.5,
2573,Modesto,CA,2020,7335.0,,4676.0,-2313.0,,-58.0,2659.0,-2371.0,320.0,550081.0,32.0,344160.5,
2574,Monroe,LA,2010,664.0,204420.0,446.0,-52.0,204492.0,31.0,218.0,-21.0,189.0,204681.0,-8.0,120898.5,
2575,Monroe,LA,2011,2983.0,,2139.0,-791.0,,172.0,844.0,-619.0,221.0,204902.0,-4.0,116925.0,
2576,Monroe,LA,2012,3002.0,,2034.0,-743.0,,59.0,968.0,-684.0,269.0,205171.0,-15.0,117255.0,
2577,Monroe,LA,2013,2801.0,,2119.0,-498.0,,144.0,682.0,-354.0,302.0,205473.0,-26.0,116821.0,
2578,Monroe,LA,2014,3007.0,,2235.0,-740.0,,104.0,772.0,-636.0,124.0,205597.0,-12.0,118824.0,
2579,Monroe,LA,2015,2957.0,,2184.0,-741.0,,100.0,773.0,-641.0,116.0,205713.0,-16.0,125954.5,
2580,Monroe,LA,2016,2888.0,,2218.0,-1102.0,,100.0,670.0,-1002.0,-340.0,205373.0,-8.0,129616.5,
2581,Monroe,LA,2017,2811.0,,2185.0,-2092.0,,59.0,626.0,-2033.0,-1405.0,203968.0,2.0,133223.5,
2582,Monroe,LA,2018,2688.0,,2338.0,-2168.0,,51.0,350.0,-2117.0,-1761.0,202207.0,6.0,135089.0,
2583,Monroe,LA,2019,2552.0,,2282.0,-2279.0,,111.0,270.0,-2168.0,-1899.0,200308.0,-1.0,136477.0,
2584,Monroe,LA,2020,2510.0,,2406.0,-1673.0,,101.0,104.0,-1572.0,-1472.0,198836.0,-4.0,137744.5,
2585,Monroe,MI,2010,427.0,152021.0,357.0,-190.0,152031.0,22.0,70.0,-168.0,-95.0,151936.0,3.0,135603.5,
2586,Monroe,MI,2011,1595.0,,1289.0,-807.0,,72.0,306.0,-735.0,-425.0,151511.0,4.0,124252.0,
2587,Monroe,MI,2012,1536.0,,1386.0,-937.0,,91.0,150.0,-846.0,-676.0,150835.0,20.0,123469.5,
2588,Monroe,MI,2013,1527.0,,1425.0,-836.0,,85.0,102.0,-751.0,-642.0,150193.0,7.0,124621.5,
2589,Monroe,MI,2014,1543.0,,1454.0,-420.0,,68.0,89.0,-352.0,-274.0,149919.0,-11.0,138949.5,
2590,Monroe,MI,2015,1501.0,,1418.0,-582.0,,25.0,83.0,-557.0,-480.0,149439.0,-6.0,149770.0,
2591,Monroe,MI,2016,1504.0,,1388.0,-297.0,,23.0,116.0,-274.0,-161.0,149278.0,-3.0,155904.0,
2592,Monroe,MI,2017,1465.0,,1490.0,281.0,,0.0,-25.0,281.0,245.0,149523.0,-11.0,160870.5,
2593,Monroe,MI,2018,1548.0,,1531.0,695.0,,-7.0,17.0,688.0,695.0,150218.0,-10.0,170148.5,
2594,Monroe,MI,2019,1485.0,,1580.0,299.0,,-9.0,-95.0,290.0,194.0,150412.0,-1.0,177808.5,
2595,Monroe,MI,2020,1440.0,,1611.0,334.0,,-7.0,-171.0,327.0,156.0,150568.0,0.0,185263.0,
2596,Montgomery,AL,2010,1128.0,374536.0,824.0,151.0,374528.0,132.0,304.0,283.0,583.0,375111.0,-4.0,132866.0,
2597,Montgomery,AL,2011,4900.0,,3286.0,-1586.0,,452.0,1614.0,-1134.0,485.0,375596.0,5.0,128047.0,
2598,Montgomery,AL,2012,4839.0,,3283.0,-2955.0,,713.0,1556.0,-2242.0,-635.0,374961.0,51.0,123456.5,
2599,Montgomery,AL,2013,4784.0,,3564.0,-2568.0,,592.0,1220.0,-1976.0,-730.0,374231.0,26.0,126262.5,
2600,Montgomery,AL,2014,4914.0,,3498.0,-2471.0,,447.0,1416.0,-2024.0,-602.0,373629.0,6.0,126107.5,
2601,Montgomery,AL,2015,4946.0,,3738.0,-1811.0,,566.0,1208.0,-1245.0,-53.0,373576.0,-16.0,127838.5,
2602,Montgomery,AL,2016,4868.0,,3637.0,-1290.0,,689.0,1231.0,-601.0,627.0,374203.0,-3.0,127267.5,
2603,Montgomery,AL,2017,4863.0,,3629.0,-1294.0,,384.0,1234.0,-910.0,311.0,374514.0,-13.0,130477.5,
2604,Montgomery,AL,2018,4840.0,,3690.0,-2712.0,,371.0,1150.0,-2341.0,-1192.0,373322.0,-1.0,132224.0,
2605,Montgomery,AL,2019,4740.0,,3673.0,-1555.0,,301.0,1067.0,-1254.0,-178.0,373144.0,9.0,135752.5,
2606,Montgomery,AL,2020,4682.0,,4038.0,-1445.0,,239.0,644.0,-1206.0,-561.0,372583.0,1.0,140609.0,
2607,Morgantown,WV,2010,301.0,129709.0,166.0,411.0,129703.0,32.0,135.0,443.0,611.0,130314.0,33.0,124684.5,
2608,Morgantown,WV,2011,1425.0,,1009.0,1326.0,,660.0,416.0,1986.0,2416.0,132730.0,14.0,123651.5,
2609,Morgantown,WV,2012,1414.0,,987.0,1331.0,,383.0,427.0,1714.0,2184.0,134914.0,43.0,125641.0,
2610,Morgantown,WV,2013,1372.0,,1041.0,514.0,,313.0,331.0,827.0,1171.0,136085.0,13.0,138558.0,
2611,Morgantown,WV,2014,1461.0,,1018.0,483.0,,554.0,443.0,1037.0,1473.0,137558.0,-7.0,142727.5,
2612,Morgantown,WV,2015,1550.0,,1055.0,-20.0,,704.0,495.0,684.0,1168.0,138726.0,-11.0,147788.5,
2613,Morgantown,WV,2016,1421.0,,1103.0,-14.0,,639.0,318.0,625.0,942.0,139668.0,-1.0,151496.0,
2614,Morgantown,WV,2017,1427.0,,1103.0,-374.0,,318.0,324.0,-56.0,264.0,139932.0,-4.0,154033.5,
2615,Morgantown,WV,2018,1386.0,,1141.0,-819.0,,111.0,245.0,-708.0,-459.0,139473.0,4.0,160706.0,
2616,Morgantown,WV,2019,1315.0,,1096.0,-425.0,,490.0,219.0,65.0,287.0,139760.0,3.0,165530.0,
2617,Morgantown,WV,2020,1296.0,,1175.0,-101.0,,408.0,121.0,307.0,439.0,140199.0,11.0,167299.5,
2618,Morristown,TN,2010,373.0,136608.0,390.0,105.0,136861.0,7.0,-17.0,112.0,85.0,136946.0,-10.0,122287.0,
2619,Morristown,TN,2011,1518.0,,1479.0,468.0,,114.0,39.0,582.0,620.0,137566.0,-1.0,115529.5,
2620,Morristown,TN,2012,1531.0,,1475.0,47.0,,103.0,56.0,150.0,207.0,137773.0,1.0,113426.0,
2621,Morristown,TN,2013,1535.0,,1615.0,109.0,,173.0,-80.0,282.0,185.0,137958.0,-17.0,113079.0,
2622,Morristown,TN,2014,1536.0,,1654.0,397.0,,106.0,-118.0,503.0,365.0,138323.0,-20.0,122189.5,
2623,Morristown,TN,2015,1566.0,,1611.0,880.0,,122.0,-45.0,1002.0,952.0,139275.0,-5.0,124863.5,
2624,Morristown,TN,2016,1474.0,,1662.0,828.0,,47.0,-188.0,875.0,684.0,139959.0,-3.0,131687.0,
2625,Morristown,TN,2017,1452.0,,1776.0,1253.0,,78.0,-324.0,1331.0,1004.0,140963.0,-3.0,137950.0,
2626,Morristown,TN,2018,1504.0,,1754.0,987.0,,106.0,-250.0,1093.0,840.0,141803.0,-3.0,145701.5,
2627,Morristown,TN,2019,1522.0,,1680.0,1198.0,,-1.0,-158.0,1197.0,1039.0,142842.0,0.0,153616.0,
2628,Morristown,TN,2020,1500.0,,1861.0,1487.0,,17.0,-361.0,1504.0,1140.0,143982.0,-3.0,159898.0,
2629,Mount Vernon,WA,2010,376.0,116901.0,305.0,-34.0,116892.0,23.0,71.0,-11.0,47.0,116939.0,-13.0,254087.5,
2630,Mount Vernon,WA,2011,1481.0,,1084.0,167.0,,82.0,397.0,249.0,639.0,117578.0,-7.0,236388.5,
2631,Mount Vernon,WA,2012,1446.0,,1102.0,-232.0,,43.0,344.0,-189.0,138.0,117716.0,-17.0,232715.0,
2632,Mount Vernon,WA,2013,1425.0,,1124.0,173.0,,97.0,301.0,270.0,554.0,118270.0,-17.0,234321.5,
2633,Mount Vernon,WA,2014,1488.0,,1086.0,1046.0,,269.0,402.0,1315.0,1720.0,119990.0,3.0,246505.0,
2634,Mount Vernon,WA,2015,1384.0,,1164.0,1100.0,,277.0,220.0,1377.0,1599.0,121589.0,2.0,263847.0,
2635,Mount Vernon,WA,2016,1500.0,,1214.0,1487.0,,295.0,286.0,1782.0,2072.0,123661.0,4.0,291412.0,
2636,Mount Vernon,WA,2017,1501.0,,1264.0,1765.0,,182.0,237.0,1947.0,2191.0,125852.0,7.0,320655.0,
2637,Mount Vernon,WA,2018,1391.0,,1230.0,1593.0,,118.0,161.0,1711.0,1876.0,127728.0,4.0,353583.5,
2638,Mount Vernon,WA,2019,1394.0,,1255.0,950.0,,364.0,139.0,1314.0,1453.0,129181.0,0.0,380974.0,
2639,Mount Vernon,WA,2020,1406.0,,1374.0,1289.0,,290.0,32.0,1579.0,1608.0,130789.0,-3.0,402080.0,
2640,Muncie,IN,2010,323.0,117671.0,259.0,-91.0,117674.0,35.0,64.0,-56.0,-3.0,117671.0,-11.0,74877.5,
2641,Muncie,IN,2011,1265.0,,1171.0,1.0,,153.0,94.0,154.0,243.0,117914.0,-5.0,72773.5,
2642,Muncie,IN,2012,1220.0,,1231.0,-1053.0,,186.0,-11.0,-867.0,-861.0,117053.0,17.0,72580.0,
2643,Muncie,IN,2013,1292.0,,1254.0,-369.0,,158.0,38.0,-211.0,-186.0,116867.0,-13.0,72709.5,
2644,Muncie,IN,2014,1238.0,,1188.0,-549.0,,165.0,50.0,-384.0,-339.0,116528.0,-5.0,75188.5,
2645,Muncie,IN,2015,1187.0,,1236.0,-779.0,,113.0,-49.0,-666.0,-714.0,115814.0,1.0,78884.0,
2646,Muncie,IN,2016,1173.0,,1222.0,-232.0,,171.0,-49.0,-61.0,-118.0,115696.0,-8.0,80934.0,
2647,Muncie,IN,2017,1168.0,,1335.0,-359.0,,99.0,-167.0,-260.0,-428.0,115268.0,-1.0,84851.5,
2648,Muncie,IN,2018,1114.0,,1362.0,-1073.0,,164.0,-248.0,-909.0,-1150.0,114118.0,7.0,90528.0,
2649,Muncie,IN,2019,1060.0,,1275.0,-240.0,,103.0,-215.0,-137.0,-349.0,113769.0,3.0,95667.0,
2650,Muncie,IN,2020,1064.0,,1266.0,-207.0,,86.0,-202.0,-121.0,-315.0,113454.0,8.0,99732.0,
2651,Muskegon,MI,2010,551.0,172188.0,395.0,-475.0,172202.0,19.0,156.0,-456.0,-279.0,171923.0,21.0,90228.0,
2652,Muskegon,MI,2011,2135.0,,1637.0,-2456.0,,76.0,498.0,-2380.0,-1867.0,170056.0,15.0,82377.5,
2653,Muskegon,MI,2012,2143.0,,1661.0,-422.0,,93.0,482.0,-329.0,135.0,170191.0,-18.0,82463.5,
2654,Muskegon,MI,2013,2102.0,,1671.0,1597.0,,63.0,431.0,1660.0,2121.0,172312.0,30.0,90356.5,
2655,Muskegon,MI,2014,2065.0,,1637.0,-496.0,,82.0,428.0,-414.0,-8.0,172304.0,-22.0,92964.0,
2656,Muskegon,MI,2015,2101.0,,1778.0,-173.0,,74.0,323.0,-99.0,202.0,172506.0,-22.0,100921.0,
2657,Muskegon,MI,2016,2116.0,,1666.0,279.0,,118.0,450.0,397.0,836.0,173342.0,-11.0,107458.5,
2658,Muskegon,MI,2017,2080.0,,1737.0,20.0,,108.0,343.0,128.0,462.0,173804.0,-9.0,117126.0,
2659,Muskegon,MI,2018,2112.0,,1867.0,-411.0,,84.0,245.0,-327.0,-85.0,173719.0,-3.0,130142.0,
2660,Muskegon,MI,2019,2009.0,,1755.0,-402.0,,69.0,254.0,-333.0,-74.0,173645.0,5.0,144031.0,
2661,Muskegon,MI,2020,2027.0,,1909.0,51.0,,60.0,118.0,111.0,238.0,173883.0,9.0,156011.5,
2662,Myrtle Beach,SC,2010,955.0,376722.0,827.0,1492.0,376565.0,76.0,128.0,1568.0,1800.0,378365.0,104.0,184148.5,
2663,Myrtle Beach,SC,2011,4142.0,,3719.0,6722.0,,191.0,423.0,6913.0,7376.0,385741.0,40.0,166862.0,
2664,Myrtle Beach,SC,2012,4094.0,,3963.0,7093.0,,278.0,131.0,7371.0,7739.0,393480.0,237.0,164106.0,
2665,Myrtle Beach,SC,2013,4080.0,,4130.0,9932.0,,370.0,-50.0,10302.0,10502.0,403982.0,250.0,165836.0,
2666,Myrtle Beach,SC,2014,4181.0,,4242.0,11681.0,,421.0,-61.0,12102.0,12442.0,416424.0,401.0,175476.0,
2667,Myrtle Beach,SC,2015,4206.0,,4541.0,14888.0,,442.0,-335.0,15330.0,15248.0,431672.0,253.0,180402.5,
2668,Myrtle Beach,SC,2016,4191.0,,4781.0,16486.0,,288.0,-590.0,16774.0,16292.0,447964.0,108.0,184333.0,
2669,Myrtle Beach,SC,2017,4104.0,,5017.0,16693.0,,375.0,-913.0,17068.0,16278.0,464242.0,123.0,191033.5,
2670,Myrtle Beach,SC,2018,4171.0,,5292.0,18158.0,,386.0,-1121.0,18544.0,17509.0,481751.0,86.0,202156.0,
2671,Myrtle Beach,SC,2019,4139.0,,5472.0,16548.0,,471.0,-1333.0,17019.0,15654.0,497405.0,-32.0,209606.5,
2672,Myrtle Beach,SC,2020,4170.0,,6178.0,18818.0,,363.0,-2008.0,19181.0,17083.0,514488.0,-90.0,218346.0,
2673,Napa,CA,2010,386.0,136484.0,321.0,128.0,136535.0,39.0,65.0,167.0,217.0,136752.0,-15.0,398808.0,
2674,Napa,CA,2011,1502.0,,1160.0,390.0,,189.0,342.0,579.0,916.0,137668.0,-5.0,379094.5,
2675,Napa,CA,2012,1528.0,,1129.0,273.0,,190.0,399.0,463.0,836.0,138504.0,-26.0,374144.5,
2676,Napa,CA,2013,1412.0,,1245.0,708.0,,154.0,167.0,862.0,1018.0,139522.0,-11.0,468360.0,
2677,Napa,CA,2014,1481.0,,1166.0,370.0,,148.0,315.0,518.0,809.0,140331.0,-24.0,534708.5,
2678,Napa,CA,2015,1466.0,,1222.0,49.0,,160.0,244.0,209.0,435.0,140766.0,-18.0,569313.0,
2679,Napa,CA,2016,1459.0,,1224.0,-383.0,,166.0,235.0,-217.0,12.0,140778.0,-6.0,616842.0,
2680,Napa,CA,2017,1299.0,,1298.0,-1059.0,,97.0,1.0,-962.0,-960.0,139818.0,1.0,647213.0,
2681,Napa,CA,2018,1269.0,,1285.0,-1206.0,,23.0,-16.0,-1183.0,-1198.0,138620.0,1.0,684605.5,
2682,Napa,CA,2019,1253.0,,1174.0,-949.0,,-71.0,79.0,-1020.0,-942.0,137678.0,-1.0,700161.0,
2683,Napa,CA,2020,1226.0,,1415.0,-1490.0,,-29.0,-189.0,-1519.0,-1713.0,135965.0,-5.0,701692.5,
2684,Naples,FL,2010,781.0,321520.0,751.0,571.0,321514.0,486.0,30.0,1057.0,1062.0,322576.0,-25.0,251761.5,
2685,Naples,FL,2011,3282.0,,2854.0,2771.0,,1901.0,428.0,4672.0,5094.0,327670.0,-6.0,233087.0,
2686,Naples,FL,2012,3191.0,,2972.0,2730.0,,1714.0,219.0,4444.0,4660.0,332330.0,-3.0,234103.5,
2687,Naples,FL,2013,3142.0,,2926.0,4621.0,,1912.0,216.0,6533.0,6803.0,339133.0,54.0,256768.5,
2688,Naples,FL,2014,3239.0,,2978.0,6036.0,,1829.0,261.0,7865.0,8268.0,347401.0,142.0,287299.5,
2689,Naples,FL,2015,3249.0,,3136.0,6222.0,,2497.0,113.0,8719.0,8887.0,356288.0,55.0,321659.5,
2690,Naples,FL,2016,3326.0,,3179.0,6234.0,,3212.0,147.0,9446.0,9606.0,365894.0,13.0,343933.5,
2691,Naples,FL,2017,3218.0,,3420.0,4406.0,,3200.0,-202.0,7606.0,7392.0,373286.0,-12.0,344253.0,
2692,Naples,FL,2018,3217.0,,3520.0,3442.0,,2258.0,-303.0,5700.0,5371.0,378657.0,-26.0,346829.5,
2693,Naples,FL,2019,3151.0,,3679.0,5782.0,,2041.0,-528.0,7823.0,7260.0,385917.0,-35.0,347350.0,
2694,Naples,FL,2020,3163.0,,4286.0,6617.0,,1594.0,-1123.0,8211.0,7056.0,392973.0,-32.0,351422.0,
2695,Nashville,TN,2010,5599.0,1646200.0,2920.0,1488.0,1646183.0,528.0,2679.0,2016.0,4704.0,1650887.0,9.0,181323.0,
2696,Nashville,TN,2011,22109.0,,12619.0,9931.0,,4466.0,9490.0,14397.0,23943.0,1674830.0,56.0,173381.0,
2697,Nashville,TN,2012,22430.0,,12656.0,15547.0,,3583.0,9774.0,19130.0,29345.0,1704175.0,441.0,171487.0,
2698,Nashville,TN,2013,22615.0,,13193.0,16888.0,,5008.0,9422.0,21896.0,31648.0,1735823.0,330.0,179458.0,
2699,Nashville,TN,2014,23377.0,,13325.0,18984.0,,4097.0,10052.0,23081.0,33579.0,1769402.0,446.0,190401.0,1191.0
2700,Nashville,TN,2015,24039.0,,13904.0,21074.0,,5109.0,10135.0,26183.0,36586.0,1805988.0,268.0,204003.0,1275.0
2701,Nashville,TN,2016,24139.0,,14443.0,23298.0,,3914.0,9696.0,27212.0,37016.0,1843004.0,108.0,225050.0,1346.5
2702,Nashville,TN,2017,23931.0,,14816.0,19661.0,,4629.0,9115.0,24290.0,33445.0,1876449.0,40.0,249479.5,1397.0
2703,Nashville,TN,2018,24465.0,,15500.0,16132.0,,5264.0,8965.0,21396.0,30345.0,1906794.0,-16.0,271180.5,1437.0
2704,Nashville,TN,2019,24358.0,,15394.0,15869.0,,1908.0,8964.0,17777.0,26661.0,1933455.0,-80.0,283145.5,1496.5
2705,Nashville,TN,2020,24460.0,,16549.0,18421.0,,1557.0,7911.0,19978.0,27777.0,1961232.0,-112.0,298674.0,1542.0
2706,New Bern,NC,2010,450.0,126802.0,301.0,295.0,126804.0,146.0,149.0,441.0,623.0,127427.0,33.0,148414.0,
2707,New Bern,NC,2011,1957.0,,1317.0,-81.0,,178.0,640.0,97.0,737.0,128164.0,0.0,142783.5,
2708,New Bern,NC,2012,1816.0,,1211.0,-1028.0,,733.0,605.0,-295.0,298.0,128462.0,-12.0,140493.5,
2709,New Bern,NC,2013,1721.0,,1267.0,-2165.0,,457.0,454.0,-1708.0,-1219.0,127243.0,35.0,140906.0,
2710,New Bern,NC,2014,1678.0,,1271.0,-1068.0,,299.0,407.0,-769.0,-364.0,126879.0,-2.0,136497.0,
2711,New Bern,NC,2015,1682.0,,1379.0,-2108.0,,408.0,303.0,-1700.0,-1382.0,125497.0,15.0,135782.5,
2712,New Bern,NC,2016,1613.0,,1416.0,-755.0,,194.0,197.0,-561.0,-371.0,125126.0,-7.0,138298.5,
2713,New Bern,NC,2017,1577.0,,1386.0,-472.0,,86.0,191.0,-386.0,-205.0,124921.0,-10.0,142557.0,
2714,New Bern,NC,2018,1562.0,,1458.0,-136.0,,-60.0,104.0,-196.0,-101.0,124820.0,-9.0,147521.0,
2715,New Bern,NC,2019,1495.0,,1396.0,-955.0,,61.0,99.0,-894.0,-800.0,124020.0,-5.0,156425.0,
2716,New Bern,NC,2020,1464.0,,1460.0,-875.0,,57.0,4.0,-818.0,-822.0,123198.0,-8.0,163027.0,
