,city,state,year,births_census,censuspop_census,deaths_census,domesticmig_census,estimatesbase_census,internationalmig_census,naturalinc_census,netmig_census,npopchg_census,popestimate_census,residual_census,med_zhvi,med_zori
708,Charlotte,NC,2014,29791.0,,17843.0,24142.0,,5670.0,11948.0,29812.0,42150.0,2401734.0,390.0,168411.0,1110.0
709,Charlotte,NC,2015,30736.0,,18631.0,29136.0,,6272.0,12105.0,35408.0,47772.0,2449506.0,259.0,175819.5,1165.5
710,Charlotte,NC,2016,31383.0,,18874.0,32705.0,,6985.0,12509.0,39690.0,52332.0,2501838.0,133.0,187601.5,1226.5
711,Charlotte,NC,2017,31162.0,,19414.0,31306.0,,7682.0,11748.0,38988.0,50863.0,2552701.0,127.0,202930.5,1284.5
712,Charlotte,NC,2018,31161.0,,19721.0,25994.0,,6018.0,11440.0,32012.0,43503.0,2596204.0,51.0,220883.5,1340.0
713,Charlotte,NC,2019,30949.0,,20346.0,27088.0,,6219.0,10603.0,33307.0,43913.0,2640117.0,3.0,234610.5,1409.5
714,Charlotte,NC,2020,31198.0,,22330.0,30414.0,,4953.0,8868.0,35367.0,44159.0,2684276.0,-76.0,250878.0,1448.0
715,Charlottesville,VA,2010,609.0,201559.0,423.0,23.0,201579.0,139.0,186.0,162.0,334.0,201913.0,-14.0,269473.0,
716,Charlottesville,VA,2011,2203.0,,1479.0,426.0,,623.0,724.0,1049.0,1770.0,203683.0,-3.0,259929.0,
717,Charlottesville,VA,2012,2224.0,,1477.0,389.0,,826.0,747.0,1215.0,1953.0,205636.0,-9.0,259257.0,
718,Charlottesville,VA,2013,2221.0,,1637.0,-57.0,,746.0,584.0,689.0,1251.0,206887.0,-22.0,263915.5,
719,Charlottesville,VA,2014,2308.0,,1554.0,827.0,,899.0,754.0,1726.0,2464.0,209351.0,-16.0,270048.0,
720,Charlottesville,VA,2015,2235.0,,1729.0,975.0,,869.0,506.0,1844.0,2340.0,211691.0,-10.0,272673.5,
721,Charlottesville,VA,2016,2262.0,,1652.0,772.0,,913.0,610.0,1685.0,2289.0,213980.0,-6.0,277095.0,
722,Charlottesville,VA,2017,2269.0,,1705.0,1126.0,,821.0,564.0,1947.0,2508.0,216488.0,-3.0,288738.0,
723,Charlottesville,VA,2018,2350.0,,1696.0,220.0,,383.0,654.0,603.0,1251.0,217739.0,-6.0,300367.5,
724,Charlottesville,VA,2019,2238.0,,1808.0,346.0,,650.0,430.0,996.0,1421.0,219160.0,-5.0,311332.0,
725,Charlottesville,VA,2020,2247.0,,1932.0,-70.0,,504.0,315.0,434.0,750.0,219910.0,1.0,318076.5,
726,Chattanooga,TN,2010,1577.0,528143.0,1191.0,583.0,528131.0,73.0,386.0,656.0,1036.0,529167.0,-6.0,132083.5,
727,Chattanooga,TN,2011,6062.0,,4910.0,2742.0,,690.0,1152.0,3432.0,4592.0,533759.0,8.0,127548.0,
728,Chattanooga,TN,2012,6309.0,,5195.0,2925.0,,435.0,1114.0,3360.0,4563.0,538322.0,89.0,123445.0,
729,Chattanooga,TN,2013,6264.0,,5292.0,2642.0,,543.0,972.0,3185.0,4153.0,542475.0,-4.0,127619.5,
730,Chattanooga,TN,2014,6223.0,,5379.0,894.0,,414.0,844.0,1308.0,2078.0,544553.0,-74.0,134086.0,
731,Chattanooga,TN,2015,6405.0,,5652.0,1925.0,,452.0,753.0,2377.0,3101.0,547654.0,-29.0,136899.5,
732,Chattanooga,TN,2016,6453.0,,5648.0,3527.0,,413.0,805.0,3940.0,4742.0,552396.0,-3.0,143433.5,
733,Chattanooga,TN,2017,6232.0,,6059.0,3466.0,,446.0,173.0,3912.0,4084.0,556480.0,-1.0,153866.5,
734,Chattanooga,TN,2018,6389.0,,5972.0,3885.0,,503.0,417.0,4388.0,4805.0,561285.0,0.0,162742.0,
735,Chattanooga,TN,2019,6302.0,,5996.0,3415.0,,170.0,306.0,3585.0,3897.0,565182.0,6.0,174187.0,
736,Chattanooga,TN,2020,6262.0,,6403.0,4747.0,,142.0,-141.0,4889.0,4749.0,569931.0,1.0,183614.5,
737,Cheyenne,WY,2010,357.0,91738.0,234.0,168.0,91885.0,60.0,123.0,228.0,361.0,92246.0,10.0,208693.5,
738,Cheyenne,WY,2011,1288.0,,770.0,-121.0,,-30.0,518.0,-151.0,364.0,92610.0,-3.0,207754.5,
739,Cheyenne,WY,2012,1216.0,,717.0,1358.0,,222.0,499.0,1580.0,2141.0,94751.0,62.0,208450.0,
740,Cheyenne,WY,2013,1250.0,,745.0,423.0,,110.0,505.0,533.0,1035.0,95786.0,-3.0,217386.0,
741,Cheyenne,WY,2014,1230.0,,726.0,-163.0,,15.0,504.0,-148.0,336.0,96122.0,-20.0,227391.5,
742,Cheyenne,WY,2015,1312.0,,849.0,323.0,,191.0,463.0,514.0,968.0,97090.0,-9.0,236168.0,
743,Cheyenne,WY,2016,1331.0,,814.0,390.0,,44.0,517.0,434.0,949.0,98039.0,-2.0,248506.5,
744,Cheyenne,WY,2017,1285.0,,774.0,-38.0,,93.0,511.0,55.0,560.0,98599.0,-6.0,254481.0,
745,Cheyenne,WY,2018,1289.0,,840.0,163.0,,55.0,449.0,218.0,665.0,99264.0,-2.0,273939.5,
746,Cheyenne,WY,2019,1205.0,,924.0,342.0,,-23.0,281.0,319.0,601.0,99865.0,1.0,288596.5,
747,Cheyenne,WY,2020,1212.0,,960.0,480.0,,-6.0,252.0,474.0,730.0,100595.0,4.0,308904.5,
748,Chicago,IL,2010,32252.0,9461105.0,16097.0,-10732.0,9461540.0,3911.0,16155.0,-6821.0,9121.0,9470661.0,-213.0,213719.0,
749,Chicago,IL,2011,123459.0,,66706.0,-52050.0,,25473.0,56753.0,-26577.0,30258.0,9500919.0,82.0,192339.5,
750,Chicago,IL,2012,121750.0,,66893.0,-49504.0,,22153.0,54857.0,-27351.0,27215.0,9528134.0,-291.0,179455.5,
751,Chicago,IL,2013,119170.0,,68803.0,-50212.0,,22233.0,50367.0,-27979.0,22093.0,9550227.0,-295.0,186757.5,
752,Chicago,IL,2014,119145.0,,67701.0,-64927.0,,23468.0,51444.0,-41459.0,10058.0,9560285.0,73.0,201511.0,1439.0
753,Chicago,IL,2015,120059.0,,71108.0,-81686.0,,24536.0,48951.0,-57150.0,-7934.0,9552351.0,265.0,207887.0,1482.0
754,Chicago,IL,2016,117796.0,,70153.0,-86136.0,,19728.0,47643.0,-66408.0,-18619.0,9533732.0,146.0,215343.5,1530.5
755,Chicago,IL,2017,113474.0,,72507.0,-84977.0,,24054.0,40967.0,-60923.0,-19785.0,9513947.0,171.0,227415.0,1562.5
756,Chicago,IL,2018,111301.0,,73314.0,-83378.0,,16672.0,37987.0,-66706.0,-28544.0,9485403.0,175.0,237103.0,1593.5
757,Chicago,IL,2019,107294.0,,74556.0,-73824.0,,9890.0,32738.0,-63934.0,-31121.0,9454282.0,75.0,242288.0,1634.5
758,Chicago,IL,2020,106292.0,,81256.0,-81174.0,,8482.0,25036.0,-72692.0,-47644.0,9406638.0,12.0,244558.0,1635.0
759,Chico,CA,2010,623.0,220000.0,516.0,-183.0,220005.0,40.0,107.0,-143.0,-54.0,219951.0,-18.0,219348.5,
760,Chico,CA,2011,2444.0,,2181.0,-301.0,,79.0,263.0,-222.0,32.0,219983.0,-9.0,200197.0,
761,Chico,CA,2012,2401.0,,2247.0,629.0,,137.0,154.0,766.0,894.0,220877.0,-26.0,190193.0,
762,Chico,CA,2013,2319.0,,2304.0,556.0,,219.0,15.0,775.0,772.0,221649.0,-18.0,216384.0,
763,Chico,CA,2014,2505.0,,2171.0,1233.0,,316.0,334.0,1549.0,1876.0,223525.0,-7.0,231885.5,
764,Chico,CA,2015,2477.0,,2327.0,731.0,,257.0,150.0,988.0,1118.0,224643.0,-20.0,238187.5,
765,Chico,CA,2016,2448.0,,2400.0,1316.0,,218.0,48.0,1534.0,1579.0,226222.0,-3.0,252708.5,
766,Chico,CA,2017,2463.0,,2495.0,2336.0,,166.0,-32.0,2502.0,2478.0,228700.0,8.0,267069.0,
767,Chico,CA,2018,2412.0,,2521.0,1650.0,,89.0,-109.0,1739.0,1630.0,230330.0,0.0,292407.0,
768,Chico,CA,2019,2290.0,,2372.0,-11525.0,,32.0,-82.0,-11493.0,-11604.0,218726.0,-29.0,330803.0,
769,Chico,CA,2020,2236.0,,2371.0,-5850.0,,20.0,-135.0,-5830.0,-5982.0,212744.0,-17.0,332072.5,
770,Cincinnati,OH,2010,6962.0,2137667.0,4083.0,-331.0,2137718.0,752.0,2879.0,421.0,3245.0,2140963.0,-55.0,148955.5,
771,Cincinnati,OH,2011,27778.0,,18303.0,-6688.0,,3139.0,9475.0,-3549.0,5922.0,2146885.0,-4.0,139291.0,
772,Cincinnati,OH,2012,27723.0,,18396.0,-6153.0,,3601.0,9327.0,-2552.0,6590.0,2153475.0,-185.0,136233.5,
773,Cincinnati,OH,2013,27814.0,,18751.0,-4134.0,,4967.0,9063.0,833.0,9708.0,2163183.0,-188.0,139474.0,
774,Cincinnati,OH,2014,27298.0,,18874.0,-1672.0,,3949.0,8424.0,2277.0,10375.0,2173558.0,-326.0,142234.0,947.5
775,Cincinnati,OH,2015,27605.0,,19973.0,-2671.0,,4759.0,7632.0,2088.0,9513.0,2183071.0,-207.0,146933.5,986.0
776,Cincinnati,OH,2016,27190.0,,19889.0,-1357.0,,4752.0,7301.0,3395.0,10605.0,2193676.0,-91.0,153135.0,1023.0
777,Cincinnati,OH,2017,26654.0,,20657.0,1714.0,,3861.0,5997.0,5575.0,11435.0,2205111.0,-137.0,164421.0,1062.5
778,Cincinnati,OH,2018,27382.0,,21050.0,714.0,,2276.0,6332.0,2990.0,9259.0,2214370.0,-63.0,175168.0,1106.5
779,Cincinnati,OH,2019,26933.0,,20213.0,1066.0,,3087.0,6720.0,4153.0,10892.0,2225262.0,19.0,184492.5,1166.0
780,Cincinnati,OH,2020,26749.0,,21844.0,147.0,,2525.0,4905.0,2672.0,7645.0,2232907.0,68.0,195837.0,1218.0
781,Clarksville,TN,2010,1208.0,273949.0,501.0,53.0,273942.0,268.0,707.0,321.0,1052.0,274994.0,24.0,144868.5,
782,Clarksville,TN,2011,4736.0,,1932.0,-701.0,,443.0,2804.0,-258.0,2564.0,277558.0,18.0,144697.5,
783,Clarksville,TN,2012,5217.0,,1995.0,4161.0,,2513.0,3222.0,6674.0,10084.0,287642.0,188.0,146417.0,
784,Clarksville,TN,2013,5253.0,,2098.0,-6360.0,,1232.0,3155.0,-5128.0,-1853.0,285789.0,120.0,146399.5,
785,Clarksville,TN,2014,5045.0,,2067.0,376.0,,863.0,2978.0,1239.0,4281.0,290070.0,64.0,148782.0,
786,Clarksville,TN,2015,5387.0,,2098.0,-1145.0,,1188.0,3289.0,43.0,3337.0,293407.0,5.0,149429.5,
787,Clarksville,TN,2016,5232.0,,2143.0,-2770.0,,565.0,3089.0,-2205.0,882.0,294289.0,-2.0,152174.5,
788,Clarksville,TN,2017,5024.0,,2201.0,2027.0,,209.0,2823.0,2236.0,5082.0,299371.0,23.0,157115.5,
789,Clarksville,TN,2018,5161.0,,2446.0,3160.0,,-128.0,2715.0,3032.0,5774.0,305145.0,27.0,165775.0,
790,Clarksville,TN,2019,5338.0,,2423.0,1790.0,,-106.0,2915.0,1684.0,4604.0,309749.0,5.0,172951.0,
791,Clarksville,TN,2020,5320.0,,2523.0,1825.0,,-4.0,2797.0,1821.0,4615.0,314364.0,-3.0,186756.0,
792,Cleveland,TN,2010,330.0,115788.0,242.0,64.0,115747.0,8.0,88.0,72.0,152.0,115899.0,-8.0,127197.5,
793,Cleveland,TN,2011,1241.0,,1169.0,512.0,,105.0,72.0,617.0,686.0,116585.0,-3.0,125657.0,
794,Cleveland,TN,2012,1340.0,,1159.0,831.0,,88.0,181.0,919.0,1118.0,117703.0,18.0,118576.0,
795,Cleveland,TN,2013,1328.0,,1196.0,502.0,,122.0,132.0,624.0,752.0,118455.0,-4.0,128490.0,
796,Cleveland,TN,2014,1398.0,,1164.0,761.0,,80.0,234.0,841.0,1065.0,119520.0,-10.0,133679.0,
797,Cleveland,TN,2015,1388.0,,1320.0,890.0,,149.0,68.0,1039.0,1104.0,120624.0,-3.0,138599.0,
798,Cleveland,TN,2016,1299.0,,1215.0,397.0,,156.0,84.0,553.0,632.0,121256.0,-5.0,140850.0,
799,Cleveland,TN,2017,1400.0,,1341.0,850.0,,180.0,59.0,1030.0,1088.0,122344.0,-1.0,148595.0,
800,Cleveland,TN,2018,1434.0,,1357.0,1484.0,,243.0,77.0,1727.0,1807.0,124151.0,3.0,160882.0,
801,Cleveland,TN,2019,1396.0,,1384.0,774.0,,63.0,12.0,837.0,846.0,124997.0,-3.0,167795.0,
802,Cleveland,TN,2020,1386.0,,1461.0,930.0,,52.0,-75.0,982.0,909.0,125906.0,2.0,181074.5,
803,Cleveland,OH,2010,5879.0,2077240.0,5134.0,-3233.0,2077270.0,689.0,745.0,-2544.0,-1794.0,2075476.0,5.0,133274.5,
804,Cleveland,OH,2011,23576.0,,21081.0,-12236.0,,3361.0,2495.0,-8875.0,-6361.0,2069115.0,19.0,124117.5,
805,Cleveland,OH,2012,23066.0,,21154.0,-9746.0,,3811.0,1912.0,-5935.0,-4097.0,2065018.0,-74.0,119888.5,
806,Cleveland,OH,2013,23122.0,,21408.0,-4148.0,,5117.0,1714.0,969.0,2443.0,2067461.0,-240.0,122829.0,
807,Cleveland,OH,2014,23494.0,,20602.0,-7088.0,,4743.0,2892.0,-2345.0,332.0,2067793.0,-215.0,122561.5,984.0
808,Cleveland,OH,2015,23458.0,,21434.0,-10289.0,,5134.0,2024.0,-5155.0,-3224.0,2064569.0,-93.0,126962.5,1025.5
809,Cleveland,OH,2016,22896.0,,21466.0,-9520.0,,4943.0,1430.0,-4577.0,-3211.0,2061358.0,-64.0,130908.5,1061.0
810,Cleveland,OH,2017,22742.0,,22354.0,-8014.0,,3993.0,388.0,-4021.0,-3708.0,2057650.0,-75.0,139874.0,1060.0
811,Cleveland,OH,2018,22394.0,,22560.0,-7049.0,,3470.0,-166.0,-3579.0,-3809.0,2053841.0,-64.0,148026.5,1087.5
812,Cleveland,OH,2019,21864.0,,21823.0,-7139.0,,2298.0,41.0,-4841.0,-4813.0,2049028.0,-13.0,155686.5,1121.0
813,Cleveland,OH,2020,21667.0,,22897.0,-6314.0,,2305.0,-1230.0,-4009.0,-5221.0,2043807.0,18.0,163907.0,1153.5
814,Coeur d'Alene,ID,2010,416.0,138494.0,253.0,237.0,138466.0,-8.0,163.0,229.0,394.0,138860.0,2.0,,
815,Coeur d'Alene,ID,2011,1735.0,,1235.0,1590.0,,30.0,500.0,1620.0,2126.0,140986.0,6.0,,
816,Coeur d'Alene,ID,2012,1683.0,,1227.0,743.0,,5.0,456.0,748.0,1187.0,142173.0,-17.0,,
817,Coeur d'Alene,ID,2013,1712.0,,1242.0,1399.0,,-25.0,470.0,1374.0,1846.0,144019.0,2.0,,
818,Coeur d'Alene,ID,2014,1792.0,,1270.0,2142.0,,-33.0,522.0,2109.0,2668.0,146687.0,37.0,,
819,Coeur d'Alene,ID,2015,1805.0,,1342.0,2407.0,,-11.0,463.0,2396.0,2879.0,149566.0,20.0,,
820,Coeur d'Alene,ID,2016,1782.0,,1338.0,3255.0,,-55.0,444.0,3200.0,3655.0,153221.0,11.0,,
821,Coeur d'Alene,ID,2017,1851.0,,1452.0,4016.0,,-58.0,399.0,3958.0,4373.0,157594.0,16.0,,
822,Coeur d'Alene,ID,2018,1758.0,,1539.0,3534.0,,-75.0,219.0,3459.0,3685.0,161279.0,7.0,,
823,Coeur d'Alene,ID,2019,1762.0,,1523.0,4225.0,,-74.0,239.0,4151.0,4377.0,165656.0,-13.0,,
824,Coeur d'Alene,ID,2020,1785.0,,1675.0,4945.0,,-55.0,110.0,4890.0,4972.0,170628.0,-28.0,,
825,College Station,TX,2010,765.0,228660.0,325.0,63.0,228665.0,308.0,440.0,371.0,795.0,229460.0,-16.0,149654.0,
826,College Station,TX,2011,3008.0,,1201.0,-979.0,,1165.0,1807.0,186.0,2003.0,231463.0,10.0,149188.5,
827,College Station,TX,2012,2981.0,,1249.0,-342.0,,1358.0,1732.0,1016.0,2725.0,234188.0,-23.0,148354.5,
828,College Station,TX,2013,3039.0,,1309.0,609.0,,1334.0,1730.0,1943.0,3668.0,237856.0,-5.0,153943.0,
829,College Station,TX,2014,3096.0,,1344.0,1482.0,,1782.0,1752.0,3264.0,5028.0,242884.0,12.0,161990.0,
830,College Station,TX,2015,3313.0,,1481.0,4145.0,,1709.0,1832.0,5854.0,7755.0,250639.0,69.0,175010.0,
831,College Station,TX,2016,3346.0,,1433.0,484.0,,1531.0,1913.0,2015.0,3925.0,254564.0,-3.0,187471.0,
832,College Station,TX,2017,3108.0,,1400.0,1465.0,,1446.0,1708.0,2911.0,4628.0,259192.0,9.0,200167.0,
833,College Station,TX,2018,3100.0,,1520.0,-251.0,,1046.0,1580.0,795.0,2385.0,261577.0,10.0,211150.5,
834,College Station,TX,2019,2941.0,,1543.0,895.0,,1069.0,1398.0,1964.0,3370.0,264947.0,8.0,216861.0,
835,College Station,TX,2020,2979.0,,1683.0,1110.0,,848.0,1296.0,1958.0,3277.0,268224.0,23.0,214276.5,
836,Colorado Springs,CO,2010,2309.0,645613.0,889.0,2811.0,645616.0,508.0,1420.0,3319.0,4946.0,650562.0,207.0,213406.5,
837,Colorado Springs,CO,2011,9451.0,,3803.0,3479.0,,1055.0,5648.0,4534.0,10192.0,660754.0,10.0,201339.5,
838,Colorado Springs,CO,2012,9318.0,,3918.0,497.0,,2860.0,5400.0,3357.0,8602.0,669356.0,-155.0,203974.0,
839,Colorado Springs,CO,2013,9247.0,,4038.0,2328.0,,1686.0,5209.0,4014.0,9194.0,678550.0,-29.0,213661.5,
840,Colorado Springs,CO,2014,9378.0,,4234.0,1284.0,,1544.0,5144.0,2828.0,7876.0,686426.0,-96.0,219993.0,1074.0
841,Colorado Springs,CO,2015,9630.0,,4306.0,3585.0,,2189.0,5324.0,5774.0,11089.0,697515.0,-9.0,231203.5,1129.5
842,Colorado Springs,CO,2016,9672.0,,4462.0,8861.0,,1134.0,5210.0,9995.0,15254.0,712769.0,49.0,247622.5,1205.5
843,Colorado Springs,CO,2017,9654.0,,4767.0,7301.0,,546.0,4887.0,7847.0,12782.0,725551.0,48.0,269320.0,1283.0
844,Colorado Springs,CO,2018,9508.0,,4783.0,7183.0,,406.0,4725.0,7589.0,12353.0,737904.0,39.0,293877.0,1355.5
845,Colorado Springs,CO,2019,9305.0,,5121.0,5218.0,,-3.0,4184.0,5215.0,9433.0,747337.0,34.0,309718.0,1427.5
846,Colorado Springs,CO,2020,9262.0,,5477.0,2597.0,,76.0,3785.0,2673.0,6502.0,753839.0,44.0,337992.5,1497.5
847,Columbia,MO,2010,580.0,190387.0,341.0,146.0,190396.0,161.0,239.0,307.0,554.0,190950.0,8.0,166108.5,
848,Columbia,MO,2011,2383.0,,1253.0,1097.0,,873.0,1130.0,1970.0,3107.0,194057.0,7.0,164055.0,
849,Columbia,MO,2012,2438.0,,1235.0,762.0,,569.0,1203.0,1331.0,2547.0,196604.0,13.0,166299.0,
850,Columbia,MO,2013,2466.0,,1350.0,648.0,,548.0,1116.0,1196.0,2308.0,198912.0,-4.0,168951.5,
851,Columbia,MO,2014,2529.0,,1283.0,-238.0,,721.0,1246.0,483.0,1703.0,200615.0,-26.0,172485.5,
852,Columbia,MO,2015,2354.0,,1420.0,3.0,,779.0,934.0,782.0,1699.0,202314.0,-17.0,176112.5,
853,Columbia,MO,2016,2428.0,,1263.0,269.0,,562.0,1165.0,831.0,1995.0,204309.0,-1.0,179032.0,
854,Columbia,MO,2017,2376.0,,1410.0,-38.0,,771.0,966.0,733.0,1697.0,206006.0,-2.0,188950.0,
855,Columbia,MO,2018,2408.0,,1506.0,-301.0,,588.0,902.0,287.0,1194.0,207200.0,5.0,190576.0,
856,Columbia,MO,2019,2358.0,,1452.0,-84.0,,604.0,906.0,520.0,1429.0,208629.0,3.0,195786.5,
857,Columbia,MO,2020,2369.0,,1533.0,125.0,,492.0,836.0,617.0,1465.0,210094.0,12.0,205301.0,
858,Columbia,SC,2010,2445.0,767598.0,1567.0,927.0,767478.0,375.0,878.0,1302.0,2204.0,769682.0,24.0,147537.0,
859,Columbia,SC,2011,9467.0,,5973.0,2180.0,,1005.0,3494.0,3185.0,6671.0,776353.0,-8.0,141555.0,
860,Columbia,SC,2012,9476.0,,6077.0,2067.0,,1805.0,3399.0,3872.0,7171.0,783524.0,-100.0,135938.0,
861,Columbia,SC,2013,9369.0,,6584.0,3408.0,,1570.0,2785.0,4978.0,7714.0,791238.0,-49.0,133561.5,
862,Columbia,SC,2014,9310.0,,6421.0,3665.0,,1664.0,2889.0,5329.0,8174.0,799412.0,-44.0,135522.0,960.0
863,Columbia,SC,2015,9444.0,,6803.0,5751.0,,1984.0,2641.0,7735.0,10387.0,809799.0,11.0,136662.5,980.0
864,Columbia,SC,2016,9642.0,,6783.0,4064.0,,1297.0,2859.0,5361.0,8204.0,818003.0,-16.0,141786.5,1004.0
865,Columbia,SC,2017,9124.0,,6902.0,4089.0,,1491.0,2222.0,5580.0,7778.0,825781.0,-24.0,148291.5,1031.0
866,Columbia,SC,2018,9343.0,,7193.0,3483.0,,1632.0,2150.0,5115.0,7255.0,833036.0,-10.0,152743.0,1064.5
867,Columbia,SC,2019,9148.0,,7210.0,3893.0,,1543.0,1938.0,5436.0,7376.0,840412.0,2.0,159762.0,1108.5
868,Columbia,SC,2020,9197.0,,7880.0,4356.0,,1295.0,1317.0,5651.0,6985.0,847397.0,17.0,167160.0,1155.0
869,Columbus,GA,2010,1190.0,307788.0,580.0,131.0,308481.0,254.0,610.0,385.0,1023.0,309504.0,28.0,125001.5,
870,Columbus,GA,2011,4596.0,,2815.0,3690.0,,408.0,1781.0,4098.0,5911.0,315415.0,32.0,118618.5,
871,Columbus,GA,2012,5055.0,,2797.0,3162.0,,1959.0,2258.0,5121.0,7489.0,322904.0,110.0,111680.0,
872,Columbus,GA,2013,4753.0,,2814.0,1903.0,,1167.0,1939.0,3070.0,5180.0,328084.0,171.0,110390.5,
873,Columbus,GA,2014,4731.0,,2801.0,-5503.0,,892.0,1930.0,-4611.0,-2507.0,325577.0,174.0,110536.5,
874,Columbus,GA,2015,4664.0,,2958.0,-5571.0,,1333.0,1706.0,-4238.0,-2455.0,323122.0,77.0,111332.5,
875,Columbus,GA,2016,4491.0,,3132.0,-6165.0,,959.0,1359.0,-5206.0,-3818.0,319304.0,29.0,112110.5,
876,Columbus,GA,2017,4321.0,,3224.0,-4748.0,,479.0,1097.0,-4269.0,-3149.0,316155.0,23.0,113316.0,
877,Columbus,GA,2018,4333.0,,3187.0,917.0,,285.0,1146.0,1202.0,2347.0,318502.0,-1.0,118368.0,
878,Columbus,GA,2019,4227.0,,3201.0,1735.0,,333.0,1026.0,2068.0,3099.0,321601.0,5.0,123285.5,
879,Columbus,GA,2020,4232.0,,3499.0,23.0,,302.0,733.0,325.0,1057.0,322658.0,-1.0,129531.0,
880,Columbus,IN,2010,249.0,76794.0,205.0,-72.0,76782.0,73.0,44.0,1.0,41.0,76823.0,-4.0,128573.0,
881,Columbus,IN,2011,985.0,,712.0,275.0,,271.0,273.0,546.0,816.0,77639.0,-3.0,126369.0,
882,Columbus,IN,2012,1069.0,,701.0,681.0,,323.0,368.0,1004.0,1392.0,79031.0,20.0,126835.5,
883,Columbus,IN,2013,1051.0,,679.0,-2.0,,305.0,372.0,303.0,661.0,79692.0,-14.0,128793.0,
884,Columbus,IN,2014,1096.0,,771.0,123.0,,426.0,325.0,549.0,854.0,80546.0,-20.0,138463.0,
885,Columbus,IN,2015,1083.0,,739.0,212.0,,419.0,344.0,631.0,970.0,81516.0,-5.0,143745.0,
886,Columbus,IN,2016,1077.0,,733.0,-161.0,,677.0,344.0,516.0,857.0,82373.0,-3.0,147883.0,
887,Columbus,IN,2017,1065.0,,813.0,-638.0,,467.0,252.0,-171.0,82.0,82455.0,1.0,156781.5,
888,Columbus,IN,2018,1048.0,,737.0,-436.0,,731.0,311.0,295.0,607.0,83062.0,1.0,164039.0,
889,Columbus,IN,2019,1030.0,,735.0,164.0,,539.0,295.0,703.0,1001.0,84063.0,3.0,175217.5,
890,Columbus,IN,2020,1051.0,,790.0,-298.0,,418.0,261.0,120.0,384.0,84447.0,3.0,181803.5,
891,Columbus,OH,2010,6678.0,1901974.0,3361.0,133.0,1902012.0,1081.0,3317.0,1214.0,4396.0,1906408.0,-135.0,152528.5,
892,Columbus,OH,2011,26243.0,,14185.0,3084.0,,5013.0,12058.0,8097.0,20148.0,1926556.0,-7.0,145289.5,
893,Columbus,OH,2012,26592.0,,14278.0,2659.0,,6128.0,12314.0,8787.0,21046.0,1947602.0,-55.0,138318.0,
894,Columbus,OH,2013,27258.0,,14896.0,6474.0,,8219.0,12362.0,14693.0,27047.0,1974649.0,-8.0,142838.0,
895,Columbus,OH,2014,27483.0,,14736.0,7997.0,,7076.0,12747.0,15073.0,27753.0,2002402.0,-67.0,151861.0,1085.0
896,Columbus,OH,2015,27533.0,,15773.0,5860.0,,8570.0,11760.0,14430.0,26104.0,2028506.0,-86.0,159785.5,1129.5
897,Columbus,OH,2016,27741.0,,15736.0,4233.0,,8810.0,12005.0,13043.0,25003.0,2053509.0,-45.0,168514.5,1173.5
898,Columbus,OH,2017,27436.0,,16377.0,12567.0,,6924.0,11059.0,19491.0,30561.0,2084070.0,11.0,180885.0,1220.5
899,Columbus,OH,2018,27375.0,,17138.0,6784.0,,4636.0,10237.0,11420.0,21614.0,2105684.0,-43.0,196302.5,1279.5
900,Columbus,OH,2019,26919.0,,16758.0,3637.0,,6016.0,10161.0,9653.0,19823.0,2125507.0,9.0,209596.5,1331.0
901,Columbus,OH,2020,26863.0,,18200.0,-20.0,,4742.0,8663.0,4722.0,13439.0,2138946.0,54.0,222400.0,1386.0
902,Corpus Christi,TX,2010,1352.0,405027.0,891.0,-963.0,405015.0,135.0,461.0,-828.0,-340.0,404675.0,27.0,128568.5,
903,Corpus Christi,TX,2011,5583.0,,3215.0,200.0,,497.0,2368.0,697.0,3058.0,407733.0,-7.0,124613.5,
904,Corpus Christi,TX,2012,5575.0,,3244.0,2383.0,,781.0,2331.0,3164.0,5494.0,413227.0,-1.0,125583.0,
905,Corpus Christi,TX,2013,5867.0,,3452.0,2791.0,,669.0,2415.0,3460.0,5892.0,419119.0,17.0,129052.0,
906,Corpus Christi,TX,2014,6090.0,,3428.0,828.0,,823.0,2662.0,1651.0,4252.0,423371.0,-61.0,136026.5,
907,Corpus Christi,TX,2015,6185.0,,3435.0,728.0,,890.0,2750.0,1618.0,4337.0,427708.0,-31.0,146586.5,
908,Corpus Christi,TX,2016,5958.0,,3465.0,-1909.0,,795.0,2493.0,-1114.0,1370.0,429078.0,-9.0,152657.0,
909,Corpus Christi,TX,2017,5577.0,,3556.0,-3177.0,,626.0,2021.0,-2551.0,-529.0,428549.0,1.0,158756.0,
910,Corpus Christi,TX,2018,5540.0,,3613.0,-2148.0,,421.0,1927.0,-1727.0,204.0,428753.0,4.0,161734.0,
911,Corpus Christi,TX,2019,5407.0,,3575.0,-2038.0,,444.0,1832.0,-1594.0,250.0,429003.0,12.0,163365.5,
912,Corpus Christi,TX,2020,5384.0,,3825.0,-749.0,,376.0,1559.0,-373.0,1214.0,430217.0,28.0,173730.5,
913,Corvallis,OR,2010,194.0,85579.0,100.0,-207.0,85581.0,99.0,94.0,-108.0,-4.0,85577.0,10.0,258935.5,
914,Corvallis,OR,2011,762.0,,549.0,-124.0,,614.0,213.0,490.0,704.0,86281.0,1.0,242804.5,
