date,year,month,city,state,housing_median_listing_price,education,financial,hourly_earnings,resident_population,government,manufacturing,housing_active_listing_count,unemployment_rate,housing_median_home_size_in_square_feet,housing_new_listing_count,housing_median_days_on_market,leisure
2020-05-01,2020,5,Atlanta,GA,334848.0,-0.15058855647215902,0.2670466554948026,0.7160727817610388,-0.06855962945948206,0.6704280216827219,0.7858589054337026,1.3210077761321035,2.3767085184787717,1.0724262549765973,1.6745269309914486,-0.0633901927676579,-0.9713982832093995
2020-06-01,2020,6,Atlanta,GA,347000.0,-0.11004600934773827,0.2718018298304493,0.6493226929868217,-0.06855962945948206,0.6619728730763396,0.8916639843837728,0.9137274769604281,1.7991013047939846,1.1342966549815114,1.6716852037860712,-0.3772533821731375,-0.424924851508
2020-07-01,2020,7,Atlanta,GA,356508.0,-0.10871100153567263,0.27164027273848884,0.6446583700973464,-0.06855962945948206,0.6738874821998944,0.8901429682326094,0.5388959258169884,1.551555356071933,1.188621884254119,1.4282439065254011,-0.6126507742272471,-0.36511913460627843
2020-08-01,2020,8,Atlanta,GA,365000.0,-0.09589863796171282,0.27410741656091997,0.7474231454730915,-0.06855962945948206,0.6814555602687768,0.8876763055250011,0.31649802820153966,1.1389787748685138,1.1056250061987463,1.514442965088518,-1.0049797609840967,-0.3000940555342928
2020-09-01,2020,9,Atlanta,GA,369000.0,-0.08887328038262017,0.28060819662768116,0.685123617464644,-0.06855962945948206,0.6700152911560384,0.8914680580328941,0.11598416995397016,0.9739481423871459,0.9501944891132303,1.2103781541131289,-1.1619113556868363,-0.21582590286738787
2020-10-01,2020,10,Atlanta,GA,369000.0,-0.08187774745404988,0.3011441032868728,0.7007934753612146,-0.06855962945948206,0.6665423041934797,0.9107844678614734,0.034377185710201597,0.4788562449430427,0.8430530647144766,1.1061814899159552,-1.0834455583354665,-0.12308177194719903
2020-11-01,2020,11,Atlanta,GA,359950.0,-0.079541597812468,0.2943275983148011,0.8288928592119384,-0.06855962945948206,0.6569017951779623,0.8914699870205437,-0.19815420796722147,0.4375985868227009,0.6438605573815823,0.5700422905014055,-0.8480481662813568,-0.09526420103209303
2020-12-01,2020,12,Atlanta,GA,354950.0,-0.07110729995164726,0.318893771103214,0.7692266481686477,-0.06855962945948206,0.6625062210551573,0.9453198666655819,-0.4757473181755495,0.39634092870235876,0.5080474842000634,0.05853139353346102,-0.3772533821731375,-0.02054153821578246
2016-07-01,2016,7,New York,NY,428000.0,1.0008648721668767,1.0528880136339598,0.7287806528760092,1.6653001505947664,1.2201825696483675,-0.26874604722405915,0.17822899693042207,0.1075373218599655,-0.42755368660595516,-0.7639402922129228,1.0351309701515206,0.7606633653904231
2016-08-01,2016,8,New York,NY,424950.0,1.0088956684899602,1.0570632597573417,0.8481228943418666,1.6653001505947664,1.2191958496955,-0.2700672863816923,0.1033572883713019,0.1075373218599655,-0.44113499392410704,-0.9703109797115711,1.7805560449895346,0.7615382305373538
