year,month,city,state,Housing Inventory: Median Listing Price,Unemployment Rate,All Employees: Federal Government,Housing Inventory: Median Home Size in Square Feet,Housing Inventory: Median Days on Market,Housing Inventory: New Listing Count,All Employees: Financial Activities,All Employees: Education and Health Services,Resident Population,Per Capita Personal Income
2020,12,Tulsa,OK,270512.0,4.9,0.004968149195507601,2260.0,57.5,652.0,0.022019932211321022,0.06959123360167516,1006.411,58071.0
2021,1,Tulsa,OK,269500.0,4.4,,2212.0,65.0,740.0,,,,
2021,2,Tulsa,OK,254900.0,5.0,,2092.0,64.0,628.0,,,,
2021,3,Tulsa,OK,289450.0,4.1,,2266.5,49.0,848.0,,,,
2021,4,Tulsa,OK,275950.0,4.2,,2138.5,43.0,924.0,,,,
2021,5,Tulsa,OK,275000.0,3.6,,2171.0,39.0,1060.0,,,,
2021,6,Tulsa,OK,252500.0,3.6,,2029.0,38.0,1180.0,,,,
2021,7,Tulsa,OK,256450.0,3.5,,2022.0,38.0,1196.0,,,,
2021,8,Tulsa,OK,265000.0,3.3,,2020.0,37.5,1216.0,,,,
2021,9,Tulsa,OK,265000.0,2.6,,1986.0,40.5,972.0,,,,
2021,10,Tulsa,OK,265000.0,2.5,,1991.0,45.0,1008.0,,,,
2021,11,Tulsa,OK,255000.0,,,1935.0,45.5,924.0,,,,
