date,year,month,city,state,housing_median_listing_price,education,financial,hourly_earnings,resident_population,government,manufacturing,housing_active_listing_count,unemployment_rate,housing_median_home_size_in_square_feet,housing_new_listing_count,housing_median_days_on_market,leisure
2016-11-01,2016,11,Tulsa,OK,195000.0,6.356165948649478e-06,3.6796034843507125e-06,24.154187760251798,989.124,4.813295333342235e-06,1.1154567756962563e-05,0.00423665456739825,4.8,2099.5,0.0012674189779430232,62.5,3.6940886913418164e-05
2016-12-01,2016,12,Tulsa,OK,192000.0,6.298666939003112e-06,3.6796034843507125e-06,24.252605583277504,989.124,4.8533790274205335e-06,1.1234187086330934e-05,0.004034276375758961,4.6,2068.0,0.0009199008710876781,68.0,3.71918838708893e-05
2017-01-01,2017,1,Tulsa,OK,196500.0,6.247543345071441e-06,3.4565579775212785e-06,24.732030841154998,991.785,4.803896885519461e-06,1.0938626062988626e-05,0.003915060226892483,4.5,2090.0,0.0013541574194289245,69.0,3.662642040439018e-05
2017-02-01,2017,2,Tulsa,OK,199949.5,6.286471265356303e-06,3.4565579775212785e-06,24.3975621479184,991.785,4.808950705765291e-06,1.106136541336296e-05,0.003861178587831122,4.4,2134.0,0.0015208855101093623,63.5,3.651633387554287e-05
2017-03-01,2017,3,Tulsa,OK,203768.5,6.266915167865851e-06,3.4565579775212785e-06,24.3846284242454,991.785,4.7795985904836805e-06,1.0934024281491286e-05,0.003927259843283735,4.4,2138.0,0.0016388151352247943,52.5,3.691890748168523e-05
2017-04-01,2017,4,Tulsa,OK,210000.0,6.289962362095764e-06,3.4565579775212785e-06,24.9341949760321,991.785,4.761899078767056e-06,1.1102248911709223e-05,0.004063488892986044,4.3,2200.0,0.001618482441239375,51.0,3.7075156231059895e-05
2017-05-01,2017,5,Tulsa,OK,214500.0,6.340448673624706e-06,3.4565579775212785e-06,24.843794026406602,991.785,4.776088845056989e-06,1.1239441535814879e-05,0.004188534960996373,4.3,2201.0,0.0016835470619927166,51.0,3.713614994098667e-05
2017-06-01,2017,6,Tulsa,OK,219250.0,6.24597135077488e-06,3.4565579775212785e-06,25.0127939784951,991.785,4.8681711025046595e-06,1.1128368724609503e-05,0.004403044882542545,4.2,2228.0,0.0016388151352247943,52.5,3.7323441582646054e-05
2017-07-01,2017,7,Tulsa,OK,215000.0,6.3264721506128075e-06,3.4565579775212785e-06,25.159705830711303,991.785,4.871728223075318e-06,1.1555192783777644e-05,0.004635854228675597,4.2,2189.0,0.0016388151352247943,54.0,3.7086565492874604e-05
2017-08-01,2017,8,Tulsa,OK,219200.0,6.339691708360939e-06,3.3548945075941817e-06,25.181083365992897,991.785,4.789298301503292e-06,1.1516150668997853e-05,0.004611454995893094,4.2,2210.0,0.0014639539669501884,58.0,3.7085501615385434e-05
2017-09-01,2017,9,Tulsa,OK,210000.0,6.396085212521691e-06,3.3548945075941817e-06,25.185988969053696,991.785,4.7789616398167886e-06,1.1495823123092568e-05,0.004589089032509132,4.1,2187.0,0.0014192220401822659,61.0,3.705754465631575e-05
2017-10-01,2017,10,Tulsa,OK,209950.0,6.40271635598372e-06,3.3548945075941817e-06,25.1811538616955,991.785,4.782006598828146e-06,1.1658241150793227e-05,0.004509791525965997,4.1,2178.5,0.0014070224237910146,62.5,3.6908230173000397e-05
2017-11-01,2017,11,Tulsa,OK,208750.0,6.4175987883784565e-06,3.3548945075941817e-06,25.280280121664,991.785,4.780918292559657e-06,1.13054053416679e-05,0.004444726905212656,4.0,2157.0,0.0013216251090522534,63.0,3.6859042287095714e-05
2017-12-01,2017,12,Tulsa,OK,204557.0,6.463275667410181e-06,3.3548945075941817e-06,25.288256798762802,991.785,4.73720527210372e-06,1.1392167293139094e-05,0.0042149674631774174,3.9,2114.0,0.0010329008544592998,65.0,3.696383289646633e-05
2018-01-01,2018,1,Tulsa,OK,203750.0,6.443573233167405e-06,3.23853334871546e-06,25.0498895520578,994.033,4.786255752026193e-06,1.1525268325318377e-05,0.004031974019150748,3.8,2093.5,0.0013197023396015499,68.0,3.701583568502886e-05
2018-02-01,2018,2,Tulsa,OK,207450.0,6.47798350894742e-06,3.23853334871546e-06,25.5030233925282,994.033,4.791524241452643e-06,1.1431709699547019e-05,0.003939878227046651,3.7,2098.0,0.0014290028401206965,64.5,3.689181583262729e-05
2018-03-01,2018,3,Tulsa,OK,215000.0,6.551477953191917e-06,3.23853334871546e-06,25.330223375304605,994.033,4.752188485326005e-06,1.147267339290784e-05,0.003941902310389598,3.6,2182.0,0.0015585441740693152,52.0,3.723092245677776e-05
2018-04-01,2018,4,Tulsa,OK,220499.5,6.352898961387652e-06,3.23853334871546e-06,25.4967664840127,994.033,4.748701860364689e-06,1.1631985915541704e-05,0.003960119060476123,3.5,2207.5,0.001720470841505088,50.0,3.7148362333556975e-05
